epiweek,cases,temp_min,temp_med,temp_max,precip_min,precip_med,precip_max,pressure_min,pressure_med,pressure_max,rel_humid_min,rel_humid_med,rel_humid_max,thermal_range,rainy_days
201001,31,20.6922343472504,23.6422668632042,27.3450911358719,2.03199657287756,15.9783065466714,71.3473436287951,0.931895054389797,0.934201641107327,0.935578968262369,71.7291734081164,84.1556436700701,92.6090411595245,6.96620047572517,7
201002,55,20.9341360426287,23.9323330266285,27.6879062279442,2.02760286345762,15.8907309047416,71.1536741688543,0.931936072454678,0.934235983133365,0.935606847958004,67.0883605230479,81.3346093493448,92.1489265693259,7.04323718526392,7
201003,144,21.1084160722553,24.1589239587985,27.9631680477618,2.02440408705159,15.822300599344,70.6061953501658,0.932058849239064,0.934350820738668,0.935706250126895,64.7240326324349,80.0373439762205,92.0713462795104,7.1146165420944,7
201004,291,21.2092944354138,24.3142408673456,28.1623108920151,2.0225811442613,15.77295657714,69.7559588772581,0.932253654419201,0.934534192705608,0.93586895840098,64.1228128406241,79.9046585453133,92.2689196759382,7.17886238194938,7
201005,495,21.2309911313876,24.3904849599013,28.2767690573947,2.02231493568858,15.7426397847908,68.65401645466,0.932510757671341,0.93477413781656,0.936086756412196,64.7713242519623,80.5773640512391,92.6342661444696,7.23449854056163,7
201006,750,21.1677261594602,24.3798574440972,28.2979768405911,2.02378636193525,15.7312911689578,67.3514197869001,0.932820428671731,0.935058694853898,0.936351427792479,66.1561899707962,81.696271488614,93.060005070965,7.28004885366392,7
201007,1060,21.0086534649708,24.2721621599028,28.2166406596957,2.02763910755056,15.7366734851978,65.8952073674056,0.933167441764154,0.935366877932812,0.936650401760444,67.4709649808226,82.6944482410095,93.373239203858,7.31789380094779,7
201008,1424,20.7463674947611,24.0479973921498,28.0042563368666,2.03409490348096,15.7778156082217,64.5006451745623,0.933553293358314,0.935704030573312,0.936983113818557,68.6098448194641,83.4511667305535,93.5176530116647,7.32938342956272,7
201009,1829,20.3827282540451,23.7153246852467,27.6757471607286,2.04210794228158,15.8307503249679,63.0022054736572,0.933961185180631,0.936048792103818,0.937337686293181,68.7335237939844,83.4568713098973,93.3779848110802,7.32897721504971,7
201010,2253,19.9235373275253,23.2790832171228,27.2375160435823,2.05214757300174,15.8856319164226,61.2952677296513,0.934384592281693,0.93639197848028,0.937709152419713,67.4435794077598,82.484979838087,92.9034738666992,7.31790680784559,7
201011,2656,19.384984748244,22.7590686717655,26.7153800064655,2.06092073508985,15.9227641809754,59.2306250821717,0.934823238778153,0.936738077191882,0.938098120922231,64.8327879317746,80.6560931769406,92.1565630240765,7.30746320208309,7
201012,2994,18.7832697957996,22.1678691426753,26.1216860717594,2.06845626644574,15.9506799441096,56.9288758208574,0.935270622852698,0.937081904111198,0.938498795833709,61.6525638396874,78.5085469906061,91.325732861798,7.29459903649257,7
201013,3231,18.1366545681373,21.5225863653802,25.4746581587707,2.0755617918337,15.9730430497873,54.4041567851899,0.935724320305101,0.937425846610761,0.938909418648285,58.8842399693135,76.7137661437994,90.6264053930281,7.27934684886799,7
201014,3337,17.4639217296231,20.8433251953343,24.7967429223837,2.08113004475771,15.9838048424166,51.648273004915,0.936178186918951,0.93776924122775,0.939324414738105,57.4054826232167,75.8357212128134,90.2232010515461,7.2651880766436,7
201015,3281,16.7806005178582,20.1484192443993,24.1102700677316,2.08441710430741,15.9801748951846,48.6876180827659,0.936628285500546,0.938114722915498,0.939741515814056,57.6738300642639,76.148980307373,90.1966335312276,7.25825179272066,7
201016,3050,16.106702410075,19.460253584131,23.4400242144097,2.08535652068962,15.9650536604155,45.5703223438977,0.937068397803839,0.938460629537935,0.940154763480621,59.5852472585353,77.5468048797094,90.5171006231154,7.26303770487282,7
201017,2663,15.4622731373041,18.7984712077853,22.806037886885,2.08418399607197,15.9429443908287,42.4078234367459,0.937496156349971,0.938812007974964,0.940563491358932,62.5127865704011,79.5809657073669,91.0543060451146,7.27883948664733,7
201018,2174,14.8637074179233,18.1812963795428,22.2274821560287,2.08112017427799,15.9146972063177,39.259594195876,0.93790691028444,0.939168358320429,0.940963314942434,65.4631337798073,81.588634828027,91.6325084662644,7.30787118941327,7
201019,1644,14.3200273780206,17.6232020366108,21.7224896435833,2.07558108735523,15.8718519534398,36.1082072254047,0.938300026600768,0.939534919121798,0.941353543765467,67.4040098669184,82.9068745962868,92.0711778776747,7.35893753325118,7
201020,1136,13.8401150505985,17.137183802963,21.3059293421815,2.06833688783797,15.8194413944024,33.0429045301162,0.93867025603018,0.939908063695915,0.941729224639944,67.6932072060356,83.142794423422,92.2541120989453,7.43696905962613,7
201021,700,13.4315530430579,16.7348637294858,20.990950759192,2.059888866479,15.7615940973308,30.1392241784271,0.939009970959262,0.940278828177284,0.942082799846909,66.2843412715642,82.2930299411026,92.1538756065395,7.54647964398301,7
201022,376,13.100589191342,16.4255022800935,20.786416951974,2.05077262522623,15.7046850273768,27.518919098622,0.939310395786431,0.9406346011007,0.942405052555652,63.7249555989024,80.7156172566025,91.8103935948981,7.68847276065756,7
201023,177,12.850248558954,16.2129381249211,20.6930253351308,2.04199172076397,15.6519972494572,25.2480907882319,0.939564170699092,0.940963272493864,0.942688169240979,60.9215963121247,78.9679376785495,91.2978227959843,7.8585709854568,6
