epiweek,cases,temp_min,temp_med,temp_max,precip_min,precip_med,precip_max,pressure_min,pressure_med,pressure_max,rel_humid_min,rel_humid_med,rel_humid_max,thermal_range,rainy_days
201001,15,23.769017403757,26.2671703752747,30.228797989256,2.92647534955251,18.5368675971474,50.558101581029,0.980224289909514,0.98223389520385,0.984122770051243,62.202695284895,81.4351857343242,92.883240893006,6.65845659294975,7
201002,27,23.8355192555726,26.3108221275366,30.1636510514702,3.22589252734915,20.2979775439478,54.6065959211598,0.980285171482725,0.982269683966041,0.984128220143476,63.3425343416176,81.927694190889,93.0979934718008,6.53242078077123,7
201003,34,23.9045222710318,26.4215785634833,30.1956921091088,3.50728808167856,21.9818447226482,58.4851237179393,0.980361625784971,0.982335068346262,0.9841776727643,64.0701174418538,82.14615841975,93.3420764101135,6.43834948724964,7
201004,38,23.9701941626982,26.5730664816561,30.2932396240874,3.76960908740202,23.5773799998446,62.1721890187454,0.980449053143391,0.982423499979658,0.984262348463372,64.4966419419915,82.178279274821,93.6130094309183,6.3710528548496,7
201005,39,24.0267026431355,26.7389126805964,30.4246120583217,4.01180261938081,25.0734942421333,65.6462958709559,0.980542853885123,0.982528430501375,0.984373467790345,64.7333051984189,82.1117576100156,93.9083122571893,6.32534102603577,7
201006,40,24.0682154249073,26.8927439588456,30.5581278737273,4.2328157524762,26.4590983161103,68.8859483219486,0.980638428337306,0.982643311546559,0.984502251294879,64.8913045675239,82.0342942792473,94.2255046119008,6.29602414327277,7
201007,43,24.0822156449225,26.9898913806271,30.6420954416209,4.44384167416706,27.7669056328277,71.9721937324116,0.98072538358893,0.982756179014007,0.984633916909597,65.1522181228758,82.0900954476488,94.5680742029909,6.275818095554,7
201008,48,24.0639701322927,27.0036775768173,30.6470314056855,4.63085040573628,28.972296757936,74.8358581353772,0.980808123197763,0.982868982030939,0.984769542249142,65.6199960406662,82.3727908481826,94.9413601195004,6.26020245326989,7
201009,54,24.0155356197727,26.9298109738516,30.5604286104131,4.78195233653719,29.9841372017203,77.3178840536992,0.98087965254965,0.982973272240173,0.984897937798695,66.3368748421406,82.8969938396835,95.3239747078984,6.24545486157906,7
201010,60,23.9449075252512,26.7815744532072,30.3899210639041,4.89543946498324,30.7539515332538,79.2950695667333,0.980933110214488,0.983058648626414,0.985005490797012,67.2827915495878,83.6334084402729,95.6993713786241,6.22865271504281,7
