date,lower_95,lower_90,lower_80,lower_50,pred,upper_50,upper_80,upper_90,upper_95
2025-10-05,10,13,18,31,54,96,162,217,291
2025-10-12,12,15,21,36,63,112,188,253,338
2025-10-19,14,18,24,41,73,130,219,293,393
2025-10-26,16,21,28,48,85,150,254,341,456
2025-11-02,18,24,33,56,98,175,295,395,530
2025-11-09,21,28,38,65,114,203,342,459,615
2025-11-16,25,32,44,75,133,235,397,533,714
2025-11-23,29,37,52,87,154,273,461,618,828
2025-11-30,33,43,60,101,178,316,534,716,960
2025-12-07,39,50,69,117,207,366,618,830,1112
2025-12-14,45,58,80,135,239,424,715,960,1286
2025-12-21,52,67,93,156,276,490,827,1109,1486
2026-01-04,60,78,107,180,319,565,953,1279,1714
2026-01-11,69,89,123,207,367,650,1097,1472,1972
2026-01-18,79,102,141,237,420,745,1258,1687,2261
2026-01-25,90,117,161,271,480,851,1436,1926,2581
2026-02-01,102,133,183,307,545,966,1630,2187,2930
2026-02-08,115,150,206,346,614,1088,1837,2465,3302
2026-02-15,129,167,230,387,685,1215,2051,2752,3687
2026-02-22,142,184,254,427,757,1342,2264,3038,4070
2026-03-01,155,201,276,465,824,1460,2465,3307,4431
2026-03-08,165,215,296,498,882,1564,2639,3540,4744
2026-03-15,174,226,310,523,926,1643,2772,3719,4983
2026-03-22,179,232,319,538,953,1690,2852,3826,5127
2026-03-29,180,234,321,541,959,1700,2870,3850,5159
2026-04-05,177,230,316,533,944,1673,2824,3789,5076
2026-04-12,171,221,305,513,909,1611,2719,3648,4888
2026-04-19,161,209,287,484,857,1520,2566,3443,4613
2026-04-26,149,194,266,449,795,1409,2379,3191,4276
2026-05-03,136,177,243,409,725,1286,2171,2913,3903
2026-05-10,123,159,219,369,654,1159,1956,2625,3516
2026-05-17,109,142,195,329,583,1033,1744,2340,3135
2026-05-24,97,126,173,291,515,914,1542,2069,2773
2026-05-31,85,110,152,256,453,803,1355,1818,2436
2026-06-07,74,96,133,223,396,702,1184,1589,2129
2026-06-14,65,84,115,194,345,611,1031,1384,1854
2026-06-21,56,73,100,169,299,531,895,1201,1610
2026-06-28,49,63,87,146,259,460,776,1041,1394
2026-07-05,42,55,75,127,224,398,671,900,1206
2026-07-12,36,47,65,109,194,343,580,778,1042
2026-07-19,31,41,56,94,167,296,500,671,899
2026-07-26,27,35,48,81,144,256,431,579,775
2026-08-02,23,30,42,70,124,220,372,499,668
2026-08-09,20,26,36,60,107,190,320,430,576
2026-08-16,17,22,31,52,92,164,276,370,496
2026-08-23,15,19,27,45,79,141,238,319,427
2026-08-30,13,17,23,39,68,121,205,275,368
2026-09-06,11,14,20,33,59,104,176,236,317
2026-09-13,10,12,17,29,51,90,152,204,273
2026-09-20,8,11,15,25,44,77,131,175,235
2026-09-27,7,9,13,21,38,67,112,151,202
2026-10-04,9,11,16,26,47,83,140,187,251
