date,lower_95,lower_90,lower_80,lower_50,pred,upper_50,upper_80,upper_90,upper_95
2025-10-05,8,10,13,19,29,44,66,83,103
2025-10-12,9,11,14,21,33,50,75,96,119
2025-10-19,10,12,16,24,37,58,86,111,138
2025-10-26,11,14,18,27,42,65,98,126,157
2025-11-02,12,15,19,29,46,72,108,140,174
2025-11-09,13,16,20,31,49,77,116,150,186
2025-11-16,14,17,21,33,51,81,122,158,196
2025-11-23,14,18,22,34,54,84,128,165,206
2025-11-30,15,18,23,35,56,88,134,172,216
2025-12-07,15,19,24,37,59,93,141,182,228
2025-12-14,16,20,26,40,63,101,153,197,247
2025-12-21,18,23,29,45,71,114,173,223,277
2026-01-04,21,26,34,52,83,133,202,261,323
2026-01-11,25,31,41,62,99,159,241,313,386
2026-01-18,30,38,49,75,119,191,291,378,468
2026-01-25,37,46,59,89,143,229,350,457,567
2026-02-01,44,55,70,106,170,272,417,543,679
2026-02-08,51,64,82,124,198,317,486,634,797
2026-02-15,59,73,93,141,226,362,555,723,914
2026-02-22,65,82,104,158,253,405,620,806,1023
2026-03-01,71,89,113,172,274,439,674,873,1109
2026-03-08,74,93,119,181,288,463,710,917,1164
2026-03-15,77,96,123,188,299,481,736,950,1199
2026-03-22,79,99,127,194,309,498,761,981,1231
2026-03-29,82,101,131,199,317,513,782,1009,1261
2026-04-05,84,104,134,205,326,528,803,1039,1293
2026-04-12,86,106,137,208,333,538,818,1061,1318
2026-04-19,87,107,137,209,335,541,823,1068,1329
2026-04-26,87,106,136,207,333,536,816,1060,1323
2026-05-03,84,103,132,200,323,520,792,1027,1288
2026-05-10,79,97,124,189,305,490,748,965,1219
2026-05-17,72,89,114,173,280,450,688,882,1121
2026-05-24,65,80,102,154,250,403,617,787,1002
2026-05-31,56,70,90,135,219,354,542,690,878
2026-06-07,49,60,77,117,189,307,469,598,759
2026-06-14,42,52,67,101,164,266,405,520,658
2026-06-21,36,45,58,89,143,232,354,457,577
2026-06-28,32,40,51,78,126,205,312,406,510
2026-07-05,28,35,46,70,113,183,279,365,458
2026-07-12,25,32,41,62,101,163,250,329,411
2026-07-19,22,28,36,56,90,146,224,295,369
2026-07-26,20,25,32,50,80,130,201,264,330
2026-08-02,18,22,29,44,71,115,179,234,293
2026-08-09,15,20,25,39,63,102,159,206,259
2026-08-16,14,17,23,34,56,90,141,183,229
2026-08-23,12,15,20,30,49,80,126,163,203
2026-08-30,11,14,18,27,44,71,112,145,181
2026-09-06,10,12,16,24,39,64,100,130,163
2026-09-13,9,11,14,22,35,58,90,117,148
2026-09-20,8,10,13,20,32,53,83,107,136
2026-09-27,7,9,12,19,30,49,77,99,127
2026-10-04,7,9,12,18,29,47,74,95,121
