"","Data","prev_med","LB_95","UB_95","LB_90","UB_90","LB_80","UB_80","LB_50","UB_50"
"16",202141,-10.0211803736063,0,184.019260499191,0,90.7895270487072,0,136.095893232724,0,33.6393760939827
"17",202142,-2.79419001643555,0,215.47767437027,0,109.892972007547,0,161.077178316158,0,45.7604462596145
"18",202143,-0.133126793391895,0,232.764460318066,0,119.38490218571,0,174.21936163694,0,51.1142746275941
"19",202144,8.53086361095633,0,270.790309350841,0,142.347907751426,0,204.329191591845,0,65.6435246280088
"20",202145,28.8685268728444,0,350.864738873513,0,192.269550002972,0,268.639302477552,0,98.2992196393399
"21",202146,41.8682045951643,0,407.70603297949,0,226.548626421535,0,313.6067625773,0,120.009435395535
"22",202147,70.8592401046892,0,524.786514858073,0,298.864430168988,0,407.225596101849,9.36015210356007,166.942568820746
"23",202148,85.4868703498682,0,592.374703289138,0,338.876362384511,0,460.240137278982,17.8851303794986,191.855121688632
"24",202149,104.971950042384,0,680.286143082885,0,391.24920520958,0,529.383411030625,29.3910776494258,224.701680111279
"25",202150,121.722944632588,0,760.048855001353,0,437.958830254658,0,591.629850494012,39.0640279633043,253.513880595477
"26",202151,99.6830582281379,0,688.589411820735,0,390.205254501261,0,532.336074809324,24.4692559892022,220.346766970319
"27",202152,102.260255124148,0,712.610296691049,0,402.141903347984,0,549.799897524037,25.3324364066299,226.405613548908
"28",202201,181.476138615073,0,1049.63246947076,0,606.366018697404,12.1639695462081,816.86945484887,73.4344834627399,356.822743826911
"29",202202,252.225093759582,0,1361.51127057142,6.70715838218231,793.093487429666,38.9132475156656,1062.64474244178,115.8499115256,474.76287943362
"30",202203,328.889056570945,1.797751963647,1706.97332994155,28.2798469797352,998.381943330018,67.469816818581,1333.94170773663,161.454845038603,603.547195000942
"31",202204,387.064333997552,13.9246188478993,1982.3564550978,43.8999576181118,1159.37368768916,88.3727346152348,1548.58745880979,195.425983825777,703.015572226656
"32",202205,430.902423785186,22.4428611163094,2201.95032206285,55.0098436874714,1285.41453480642,103.446244066127,1718.31925557749,220.459797649974,779.540540335883
"33",202206,444.491101290486,23.8893689523001,2293.02663248429,57.1826027908212,1333.49969637849,106.815920598737,1786.15377351315,227.135497727162,806.262271885239
"34",202207,483.061980863847,30.9507087730252,2496.10105752174,66.4894348757054,1448.16042168159,119.590469287163,1941.93902023077,248.744374657195,874.815074402401
"35",202208,481.98617979113,29.083355806128,2523.94722660126,64.4458683260768,1458.00205587763,117.398887369939,1959.69245026124,246.604822871522,877.21638914824
"36",202209,488.816742801022,29.0347400518783,2586.91327981451,64.7025748725291,1488.75130828011,118.224938538762,2005.03786520117,249.22223771403,892.792322941109
