date,lower_95,lower_90,lower_80,lower_50,pred,upper_50,upper_80,upper_90,upper_95
2025-10-05,6,7,10,17,31,57,98,137,179
2025-10-12,6,8,12,20,36,67,114,160,208
2025-10-19,7,10,14,23,42,77,132,185,242
2025-10-26,9,11,16,27,49,90,153,215,281
2025-11-02,10,13,18,31,57,104,178,250,326
2025-11-09,12,15,21,36,66,121,207,290,379
2025-11-16,14,18,25,42,76,141,240,337,440
2025-11-23,16,21,29,49,88,163,278,391,511
2025-11-30,18,24,34,57,103,189,323,454,593
2025-12-07,21,28,39,66,119,220,375,526,687
2025-12-14,25,32,45,77,138,254,434,610,796
2025-12-21,29,37,52,89,160,295,503,706,922
2026-01-04,33,43,60,103,185,341,581,817,1066
2026-01-11,38,50,70,118,213,394,671,943,1231
2026-01-18,44,57,80,137,246,453,774,1087,1419
2026-01-25,50,66,92,157,282,521,889,1249,1630
2026-02-01,58,75,106,180,323,597,1018,1430,1867
2026-02-08,66,86,120,205,368,680,1160,1629,2127
2026-02-15,75,97,136,232,417,770,1313,1845,2408
2026-02-22,84,109,153,260,468,865,1475,2072,2705
2026-03-01,93,122,170,289,521,962,1640,2305,3009
2026-03-08,102,134,187,318,572,1056,1802,2532,3305
2026-03-15,111,144,202,344,619,1143,1950,2739,3576
2026-03-22,118,154,215,366,658,1215,2073,2912,3802
2026-03-29,123,160,224,381,686,1267,2161,3036,3963
2026-04-05,125,163,229,389,700,1292,2205,3098,4044
2026-04-12,125,163,228,388,699,1289,2200,3091,4035
2026-04-19,122,159,223,379,682,1258,2147,3016,3937
2026-04-26,116,152,213,362,651,1202,2051,2881,3761
2026-05-03,109,142,200,339,610,1126,1922,2700,3525
2026-05-10,100,131,184,312,562,1038,1770,2487,3247
2026-05-17,91,119,167,284,511,942,1608,2259,2948
2026-05-24,82,107,150,255,458,845,1442,2027,2645
2026-05-31,73,95,133,226,407,751,1282,1801,2351
2026-06-07,64,84,117,199,359,663,1130,1588,2073
2026-06-14,56,73,103,175,315,581,991,1392,1818
2026-06-21,49,64,90,153,275,507,865,1215,1586
2026-06-28,43,56,78,133,239,441,752,1057,1380
2026-07-05,37,48,68,115,207,382,653,917,1197
2026-07-12,32,42,59,100,179,331,565,794,1036
2026-07-19,28,36,51,86,155,286,488,686,896
2026-07-26,24,31,44,74,134,247,422,592,773
2026-08-02,21,27,38,64,116,213,364,511,667
2026-08-09,18,23,33,55,100,184,314,441,575
2026-08-16,15,20,28,48,86,158,270,380,496
2026-08-23,13,17,24,41,74,137,233,327,427
2026-08-30,11,15,21,35,64,118,201,282,368
2026-09-06,10,13,18,30,55,101,173,243,317
2026-09-13,8,11,15,26,47,87,149,209,273
2026-09-20,7,9,13,23,41,75,128,180,235
2026-09-27,6,8,11,19,35,65,110,155,202
2026-10-04,5,6,9,15,27,49,84,118,154
