date,lower_95,lower_90,lower_80,lower_50,pred,upper_50,upper_80,upper_90,upper_95
2025-10-05,12,16,23,39,73,133,228,318,420
2025-10-12,14,19,27,47,87,157,270,377,497
2025-10-19,17,23,32,55,102,186,320,445,588
2025-10-26,20,27,38,65,121,220,378,527,695
2025-11-02,24,32,45,77,143,260,447,623,821
2025-11-09,28,38,53,91,169,308,528,736,971
2025-11-16,33,45,63,108,200,363,624,870,1148
2025-11-23,39,53,74,127,237,430,738,1028,1356
2025-11-30,46,62,88,150,279,507,871,1215,1602
2025-12-07,55,74,104,177,330,599,1029,1434,1892
2025-12-14,64,87,123,209,389,707,1214,1692,2232
2025-12-21,76,103,144,246,459,833,1430,1994,2630
2026-01-04,89,121,170,290,540,980,1683,2347,3096
2026-01-11,105,142,200,341,634,1151,1977,2757,3636
2026-01-18,123,166,234,399,743,1349,2317,3230,4260
2026-01-25,144,194,273,466,867,1575,2704,3770,4972
2026-02-01,167,225,317,541,1007,1829,3141,4378,5775
2026-02-08,192,260,366,624,1162,2110,3623,5051,6663
2026-02-15,220,297,418,714,1328,2412,4143,5775,7618
2026-02-22,249,336,473,807,1501,2726,4682,6527,8609
2026-03-01,277,374,526,898,1672,3036,5213,7268,9586
2026-03-08,303,409,575,982,1827,3318,5699,7945,10479
2026-03-15,324,437,615,1050,1954,3549,6095,8496,11207
2026-03-22,338,456,642,1095,2038,3701,6356,8861,11688
2026-03-29,343,463,651,1112,2068,3756,6451,8993,11862
2026-04-05,338,456,643,1097,2041,3707,6366,8875,11706
2026-04-12,325,438,617,1053,1960,3560,6113,8522,11241
2026-04-19,304,410,578,986,1835,3333,5724,7979,10525
2026-04-26,278,376,529,903,1681,3052,5242,7308,9639
2026-05-03,250,338,476,812,1511,2744,4712,6569,8665
2026-05-10,222,299,421,719,1338,2430,4173,5817,7673
2026-05-17,194,262,369,629,1171,2126,3651,5090,6714
2026-05-24,168,227,320,546,1015,1844,3166,4414,5822
2026-05-31,145,196,275,470,874,1588,2727,3802,5015
2026-06-07,124,168,236,403,749,1361,2337,3258,4297
2026-06-14,106,143,201,344,640,1162,1995,2781,3669
2026-06-21,90,122,172,293,545,989,1699,2368,3124
2026-06-28,77,103,146,249,463,841,1443,2012,2654
2026-07-05,65,88,124,211,393,713,1225,1707,2252
2026-07-12,55,74,105,179,333,605,1038,1447,1909
2026-07-19,47,63,89,152,282,512,879,1226,1617
2026-07-26,40,53,75,128,239,434,745,1038,1369
2026-08-02,33,45,64,109,202,367,630,878,1159
2026-08-09,28,38,54,92,171,310,533,743,980
2026-08-16,24,32,46,78,145,263,451,629,829
2026-08-23,20,27,39,66,122,222,381,532,701
2026-08-30,17,23,33,56,103,188,323,450,593
2026-09-06,14,20,28,47,87,159,273,380,501
2026-09-13,12,17,23,40,74,134,231,321,424
2026-09-20,10,14,20,34,63,114,195,272,359
2026-09-27,9,12,17,28,53,96,165,230,303
2026-10-04,10,14,20,33,62,112,193,269,355
