date,lower_95,lower_90,lower_80,lower_50,pred,upper_50,upper_80,upper_90,upper_95
2025-10-05,3,4,7,16,38,97,217,359,540
2025-10-12,3,5,8,19,46,115,258,426,641
2025-10-19,4,6,10,22,54,137,305,505,760
2025-10-26,5,7,12,26,64,162,362,599,901
2025-11-02,6,9,14,31,76,192,429,710,1068
2025-11-09,7,10,17,37,90,228,509,842,1266
2025-11-16,8,12,20,44,107,270,603,998,1501
2025-11-23,10,14,23,52,126,320,715,1182,1778
2025-11-30,11,17,28,61,150,379,846,1400,2105
2025-12-07,14,20,33,72,177,448,1001,1656,2490
2025-12-14,16,24,39,86,209,530,1183,1958,2944
2025-12-21,19,28,46,101,247,626,1397,2311,3475
2026-01-04,22,33,54,119,291,737,1646,2723,4094
2026-01-11,26,39,63,140,342,866,1934,3199,4810
2026-01-18,31,45,74,164,401,1014,2264,3745,5631
2026-01-25,36,53,86,191,467,1181,2637,4362,6559
2026-02-01,41,61,100,221,540,1366,3050,5046,7587
2026-02-08,47,70,114,253,619,1566,3496,5784,8697
2026-02-15,54,79,129,287,701,1774,3959,6550,9850
2026-02-22,60,89,144,320,782,1978,4416,7306,10985
2026-03-01,65,97,158,350,855,2164,4832,7993,12020
2026-03-08,70,104,169,374,915,2315,5167,8549,12855
2026-03-15,73,108,176,390,953,2412,5384,8908,13394
2026-03-22,74,109,178,395,965,2443,5454,9023,13567
2026-03-29,73,108,175,388,950,2404,5366,8878,13350
2026-04-05,69,103,168,372,909,2300,5134,8494,12772
2026-04-12,65,96,157,346,847,2145,4787,7920,11909
2026-04-19,59,88,143,316,773,1955,4365,7221,10858
2026-04-26,53,78,128,283,691,1750,3906,6462,9717
2026-05-03,47,69,113,249,610,1543,3444,5697,8567
2026-05-10,41,60,98,217,531,1344,3001,4964,7465
2026-05-17,35,52,85,188,459,1161,2592,4288,6447
2026-05-24,30,45,73,161,394,996,2224,3679,5532
2026-05-31,26,38,62,137,336,850,1899,3141,4723
2026-06-07,22,32,53,117,286,724,1615,2672,4018
2026-06-14,19,27,45,99,243,614,1371,2268,3410
2026-06-21,16,23,38,84,205,520,1161,1921,2888
2026-06-28,13,20,32,71,174,440,982,1625,2443
2026-07-05,11,17,27,60,147,372,830,1373,2065
2026-07-12,9,14,23,51,124,314,701,1160,1744
2026-07-19,8,12,19,43,105,265,592,979,1472
2026-07-26,7,10,16,36,88,224,499,826,1242
2026-08-02,6,8,14,30,75,189,421,697,1048
2026-08-09,5,7,12,26,63,159,355,588,884
2026-08-16,4,6,10,22,53,134,300,496,745
2026-08-23,3,5,8,18,45,113,253,418,628
2026-08-30,3,4,7,15,38,95,213,352,530
2026-09-06,2,4,6,13,32,80,180,297,447
2026-09-13,2,3,5,11,27,68,151,251,377
2026-09-20,2,3,4,9,23,57,128,211,318
2026-09-27,1,2,4,8,19,48,108,178,268
2026-10-04,2,4,6,13,32,82,183,303,456
