date,lower_95,lower_90,lower_80,lower_50,pred,upper_50,upper_80,upper_90,upper_95
2025-10-05,8,10,13,21,34,55,85,109,140
2025-10-12,9,12,16,24,39,64,99,127,162
2025-10-19,11,14,18,28,46,74,114,147,188
2025-10-26,12,16,21,33,53,86,133,171,219
2025-11-02,14,19,24,38,62,100,154,198,254
2025-11-09,17,22,28,44,72,116,179,230,295
2025-11-16,19,25,33,51,83,135,208,267,343
2025-11-23,22,29,38,59,97,156,242,311,398
2025-11-30,26,34,45,69,112,182,281,360,462
2025-12-07,30,39,52,80,130,211,326,418,536
2025-12-14,35,46,60,93,151,244,378,485,622
2025-12-21,41,53,69,108,175,283,438,563,721
2026-01-04,47,61,80,125,203,328,508,652,835
2026-01-11,55,71,93,144,235,380,587,754,967
2026-01-18,63,82,108,167,271,439,679,872,1117
2026-01-25,73,94,124,193,313,507,783,1006,1289
2026-02-01,84,109,143,222,360,583,902,1158,1484
2026-02-08,96,125,164,254,413,669,1035,1329,1703
2026-02-15,110,143,188,291,472,765,1183,1519,1947
2026-02-22,125,162,213,330,537,870,1344,1726,2213
2026-03-01,141,183,241,373,606,982,1518,1949,2498
2026-03-08,158,205,269,417,679,1099,1699,2181,2796
2026-03-15,175,227,298,462,751,1216,1880,2414,3095
2026-03-22,191,248,326,505,820,1328,2053,2637,3380
2026-03-29,205,266,350,542,882,1428,2207,2834,3633
2026-04-05,216,281,369,572,930,1507,2329,2990,3833
2026-04-12,224,290,382,592,962,1557,2407,3091,3962
2026-04-19,226,293,386,598,972,1575,2434,3126,4007
2026-04-26,224,290,382,592,962,1557,2407,3091,3962
2026-05-03,216,281,369,572,930,1507,2329,2990,3833
2026-05-10,205,266,350,542,882,1428,2207,2834,3633
2026-05-17,191,248,326,505,820,1328,2053,2637,3380
2026-05-24,175,227,298,462,751,1216,1880,2414,3095
2026-05-31,158,205,269,417,679,1099,1699,2181,2796
2026-06-07,141,183,241,373,606,982,1518,1949,2498
2026-06-14,125,162,213,330,537,870,1344,1726,2213
2026-06-21,110,143,188,291,472,765,1183,1519,1947
2026-06-28,96,125,164,254,413,669,1035,1329,1703
2026-07-05,84,109,143,222,360,583,902,1158,1484
2026-07-12,73,94,124,193,313,507,783,1006,1289
2026-07-19,63,82,108,167,271,439,679,872,1117
2026-07-26,55,71,93,144,235,380,587,754,967
2026-08-02,47,61,80,125,203,328,508,652,835
2026-08-09,41,53,69,108,175,283,438,563,721
2026-08-16,35,46,60,93,151,244,378,485,622
2026-08-23,30,39,52,80,130,211,326,418,536
2026-08-30,26,34,45,69,112,182,281,360,462
2026-09-06,22,29,38,59,97,156,242,311,398
2026-09-13,19,25,33,51,83,135,208,267,343
2026-09-20,17,22,28,44,72,116,179,230,295
2026-09-27,14,19,24,38,62,100,154,198,254
2026-10-04,7,9,12,18,29,47,73,94,120
