epiweek,cases,temp_min,temp_med,temp_max,precip_min,precip_med,precip_max,pressure_min,pressure_med,pressure_max,rel_humid_min,rel_humid_med,rel_humid_max,thermal_range,rainy_days
201001,2214,20.1773643176369,23.9314834809609,28.4955629277645,5.10403451612852,22.1809406065785,58.2882290397687,0.912900579853557,0.914847271621224,0.916409308617964,55.6671040394201,74.3396620781138,90.8199819359764,8.60295895326893,7
201002,2855,20.2142676919542,24.0868031282616,28.6348145757542,5.18747043906822,22.4415230932688,58.4638351429166,0.913087010288029,0.915023124785076,0.916573495331222,54.4020964476238,73.4550112758623,90.0436206926411,8.64610226835805,7
201003,3644,20.2324174599965,24.1993843087591,28.7131208165762,5.17863613115365,22.1419631813522,57.4790784781641,0.913265695444356,0.915194943233109,0.916744339170458,53.1446977682745,72.504705485248,89.5408175518613,8.62687272854328,7
201004,4565,20.2291526194018,24.2642768352191,28.7297614470687,5.08936409917931,21.3853505291629,55.5522659504819,0.913437516446538,0.915362337943476,0.916919156584694,52.0830657253349,71.6526336552068,89.2950948450696,8.55590407037146,7
201005,5601,20.2018121678078,24.2765305204075,28.6840162640701,4.93148684993973,20.2747747950353,52.9017044648405,0.913603354418572,0.915524919894333,0.917095264022952,51.4053580427679,71.0626847346745,89.2899749036988,8.44383003038941,7
201006,6734,20.1477351028526,24.2311951770901,28.5751650644188,4.71683689022942,18.9133256373035,49.7457009262104,0.913764090484458,0.915682300063833,0.917269977934254,51.2997324445363,70.8987476725867,89.5089800591816,8.30128434514399,7
201007,7971,20.0648920010289,24.1169325550254,28.3976563719747,4.45902187814727,17.4140721095449,46.3327982897148,0.913915308095068,0.915829224736781,0.917435162324658,52.4282766587164,71.708684311907,89.9867394161479,8.13750612775834,7
201008,9278,19.9528182796063,23.9307438831541,28.1515645074115,4.16807690582949,15.8778911523427,42.8689542646053,0.914070825717327,0.915976169023348,0.917599120879367,54.7395202235187,73.4407710245856,90.694459991612,7.96146172224108,7
201009,10626,19.8053701063933,23.6724693973178,27.8343386512602,3.85991029689922,14.4516246185221,39.6580362206577,0.914220422886887,0.916114101363797,0.917750487541123,57.8703970561866,75.8467156099487,91.5430406324896,7.78253826571843,7
201010,11988,19.6134500010048,23.3518073096944,27.4631065886571,3.5419585168964,13.1935554330734,36.8212697168683,0.914362378483261,0.916238995701826,0.917884604583316,61.0047659799173,78.3362457112239,92.3999410874397,7.62779149087123,7
201011,13256,19.3701004201517,22.9850059632237,27.061096044645,3.21430821952021,12.1105415785955,34.3343727308863,0.914513314353362,0.91636697678401,0.918017759298546,63.2358548186552,80.2142959393616,93.1206593196921,7.52336223257971,7
201012,14300,19.0718702412586,22.5900532126656,26.6536888450644,2.88084621229957,11.2091865870071,32.1994218967854,0.914679910447743,0.916504468632762,0.918156690180783,63.9319071226406,80.9675817749876,93.5796286722066,7.48751667817509,7
201013,15045,18.7190624651204,22.1836079616798,26.264358198915,2.54308978270878,10.4625284739637,30.3405143482659,0.91487343355289,0.916663675387787,0.918314344495686,62.9481720716497,80.42819422946,93.6744174986327,7.52939647823652,7
201014,15404,18.309965115238,21.7711191019751,25.9014776363847,2.20417203368712,9.83927719594491,28.6950009285434,0.915101750205621,0.916853001066424,0.918499493969804,60.6992435680353,78.8822764076376,93.3844478282084,7.64546193308246,7
201015,15259,17.848033931043,21.3538803930963,25.5661342234213,1.86956027063682,9.29868480118158,27.1788459964507,0.915370952697207,0.917079903206963,0.918720020399471,57.9744987071986,76.9390290907944,92.7805801154806,7.82280858196976,7
201016,14551,17.3433591463034,20.9373398692096,25.2607473279784,1.53768234324107,8.74962478411532,25.5867965572567,0.915685066034278,0.917349788323089,0.918982183900278,55.5206102161559,75.2048000764628,91.9769377230902,8.04826277196241,7
201017,13320,16.8102401541744,20.5197670833544,24.969521757664,1.21490652433175,8.1720284147968,23.8743520554445,0.916049028385519,0.917669561642484,0.919293635658328,53.8753206668035,74.1023044430715,91.1219595070053,8.29176279444967,7
201018,11628,16.2647346805676,20.0999998132654,24.6758375696422,0.90875282963768,7.55905852284727,22.023883507702,0.916458954525463,0.918037095154824,0.919653037192127,53.1259877089552,73.6838274242109,90.353273099801,8.52629647891625,7
201019,9615,15.7226987009816,19.6789033009828,24.3668954060594,0.623709773681239,6.89424020386283,19.9944184488768,0.91691229510204,0.918451264948471,0.920059993676685,52.9495714715798,73.6614259568338,89.765675692242,8.73271795354697,7
201020,7510,15.1996349953076,19.264339277718,24.0447547970692,0.364641065589894,6.16170385911758,17.7506602094494,0.91739866349197,0.918903792022243,0.920507543532372,52.8441564155173,73.6119270875114,89.4046179938241,8.9063135143736,7
201021,5487,14.7157331643804,18.8729339166473,23.7226193260392,0.135203120595305,5.35443932505899,15.2824326247425,0.917905983787363,0.919384468487927,0.920987079279192,52.4649379816214,73.2573293652488,89.2743673655742,9.04533443975254,7
201022,3691,14.2880570418372,18.5240613551227,23.4221209384696,0,4.47379206436631,12.612902988438,0.918416917187451,0.919877632124352,0.921484193410728,51.7648947065846,72.5977449472845,89.3364445706894,9.15551664067846,7
201023,2277,13.9280517298575,18.2338713348934,23.1653129246318,0,3.52748595464138,9.78614494827409,0.918912208289597,0.92036532883709,0.921981652598041,50.9641654616695,71.8803356098476,89.5126156556346,9.24481427773658,7
201024,1303,13.6408930083801,18.0149680693905,22.9744908509831,0,2.53769597542652,6.88635203893968,0.919370434559544,0.920826779227984,0.922458647756762,50.3414451806992,71.4095278088968,89.6957022504072,9.32612280663303,7
201025,700,13.4263446891924,17.8748474224222,22.8688649896219,0,1.53895309167558,4.02475828271946,0.919771638963157,0.921242101780124,0.922895250996809,50.0005298948317,71.3155164397451,89.7651894817711,9.41495342751581,7
201026,388,13.2818680337047,17.8189823068361,22.8670140193758,0,0.567516876135032,1.30827874725195,0.920097449608566,0.921592660231167,0.92327243396866,49.7101698782308,71.391518536969,89.5959305187427,9.53047148987037,7
201027,296,13.2034298186424,17.8466725365964,22.9769028958091,0,0,0,0.92033376032634,0.9218631967838,0.923574292445967,49.0148625316653,71.1650421655622,89.0889727142834,9.68611470429872,7
201028,298,13.1869677564373,17.9537381153129,23.199249851289,0,0,0,0.920470662762713,0.922042843887462,0.923789045858951,47.4427439493462,70.1005204602158,88.1882046331456,9.89199510261979,7
201029,301,13.2310181644647,18.1352326364782,23.5290494455846,0,0,0,0.92050001843085,0.922121616445296,0.923905379387248,44.790436713226,67.8967269033662,86.9122333559599,10.1517145875146,7
201030,295,13.3397334488868,18.3890539213023,23.9585363555985,0,0,0,0.92041335353056,0.922089511968588,0.92391201080641,41.3018045782326,64.6827650136251,85.3498922182194,10.4606474513128,7
201031,268,13.5212127143974,18.7112567623152,24.4681698359958,0.0741088158930843,0,0,0.920210873686295,0.92194477295034,0.923805846993829,37.6534808782353,61.0490117664325,83.6658017524802,10.7964752267933,7
201032,199,13.7800948549622,19.0921173169409,25.0278783122276,0.299479924076944,0,0,0.91989755262918,0.921690300932716,0.923588048496783,34.6889460731723,57.8281645104178,82.0688131206892,11.1270557767971,7
