date,lower_95,lower_90,lower_80,lower_50,pred,upper_50,upper_80,upper_90,upper_95
2025-10-05,3,4,7,14,32,73,152,237,344
2025-10-12,3,4,6,13,30,71,149,234,341
2025-10-19,3,4,6,13,30,71,151,237,348
2025-10-26,3,4,6,13,31,73,157,244,360
2025-11-02,3,4,7,14,33,77,165,255,378
2025-11-09,3,4,7,15,34,80,174,269,397
2025-11-16,3,4,7,15,36,84,183,284,420
2025-11-23,3,5,7,16,37,88,192,299,442
2025-11-30,3,5,8,17,39,92,203,319,472
2025-12-07,3,5,8,17,41,98,217,341,506
2025-12-14,4,5,9,19,45,106,236,373,555
2025-12-21,4,6,10,21,50,118,262,417,624
2026-01-04,4,7,11,24,56,135,299,481,721
2026-01-11,5,8,12,27,65,156,344,555,838
2026-01-18,6,9,14,31,74,178,394,640,974
2026-01-25,7,10,16,35,85,203,449,734,1124
2026-02-01,8,11,18,40,97,231,512,836,1285
2026-02-08,9,13,21,46,111,264,585,957,1468
2026-02-15,10,15,24,53,128,304,677,1106,1685
2026-02-22,11,17,28,62,151,358,798,1298,1957
2026-03-01,14,21,33,74,179,426,949,1538,2296
2026-03-08,16,25,40,89,214,512,1135,1826,2717
2026-03-15,20,29,48,106,254,610,1349,2155,3202
2026-03-22,23,34,56,124,296,715,1575,2510,3741
2026-03-29,27,39,63,142,338,818,1795,2863,4277
2026-04-05,30,44,70,158,377,909,1990,3188,4793
2026-04-12,32,48,76,170,407,978,2145,3447,5216
2026-04-19,33,49,79,176,425,1017,2239,3616,5506
2026-04-26,33,49,79,176,428,1019,2254,3646,5576
2026-05-03,31,47,76,170,414,986,2191,3556,5447
2026-05-10,28,44,71,157,386,921,2059,3353,5122
2026-05-17,25,39,63,141,347,834,1879,3070,4665
2026-05-24,21,33,54,121,301,732,1664,2727,4130
2026-05-31,18,27,45,102,254,628,1440,2368,3577
2026-06-07,14,22,37,84,209,526,1217,2011,3043
2026-06-14,11,17,29,68,170,433,1010,1672,2556
2026-06-21,9,14,23,54,136,352,828,1377,2129
2026-06-28,7,10,17,42,108,282,669,1120,1757
2026-07-05,5,8,13,33,86,224,536,904,1437
2026-07-12,4,6,10,26,68,178,428,725,1169
2026-07-19,3,4,8,20,53,139,340,579,945
2026-07-26,2,3,6,15,41,110,271,466,766
2026-08-02,2,3,4,12,32,88,220,381,628
2026-08-09,1,2,3,9,25,71,181,318,524
2026-08-16,1,2,3,7,21,60,155,276,457
2026-08-23,1,1,2,6,18,53,139,252,418
2026-08-30,1,1,2,5,16,49,131,239,400
2026-09-06,1,1,2,5,15,47,126,232,390
2026-09-13,1,1,2,5,15,46,126,232,391
2026-09-20,1,1,2,5,15,46,126,234,393
2026-09-27,1,1,2,5,15,46,128,238,398
2026-10-04,1,1,2,5,15,46,129,242,407
