"","Data","prev_med","LB_95","UB_95","LB_90","UB_90","LB_80","UB_80","LB_50","UB_50"
"16",202141,15.238529105376,0,204.487450531397,0,117.525494704304,0,160.451889939984,0,60.9950064153735
"17",202142,20.1599825610413,0,223.685948232537,0,129.69933831031,0,176.015011279242,0,68.9906315614421
"18",202143,16.5336766680836,0,219.624976418949,0,125.407314908167,0,171.763713508918,0,64.9100642298973
"19",202144,14.0669607956111,0,218.167685234371,0,123.076682393979,0,169.793862264796,0,62.3566741493536
"20",202145,25.0043561509606,0,254.203358236009,0,146.993895723923,0,199.592111960892,0,78.890103079973
"21",202146,31.2950799394503,0,277.545619431829,0,161.932857728147,0,218.58053479732,0,88.8468838398736
"22",202147,30.6408719432466,0,280.880876603399,0,162.988447150568,0,220.683103739585,0,88.7997859518242
"23",202148,35.8418304087376,0,301.197613321651,0,175.779761826228,0,237.087426063695,0,97.1914888825857
"24",202149,37.1500103224664,0,310.003775041262,0,180.652390386338,0,243.815333872506,0,99.9231589583767
"25",202150,38.3394955505206,0,318.294431288721,0,185.201444548908,0,250.126210715934,0,102.448613107218
"26",202151,35.3830159697774,0,313.754329349871,0,181.064028458002,0,245.731304818964,0,98.8522154898797
"27",202152,35.7803509135329,0,319.156513127714,0,183.745814988541,0,249.68036882285,0,100.126185552657
"28",202201,70.7330991806125,0,432.052485313204,0,258.995865641132,0,343.190809343259,15.4624207339109,152.461285416786
"29",202202,92.5482956906031,0,505.401245533506,0,307.230050660427,0,403.567725599402,29.8170960923049,185.592940293429
"30",202203,110.282454138339,0,566.866370084824,0,347.242943459223,0,453.928057435381,41.3549072032493,212.820484221761
"31",202204,130.233762361341,0,636.087416396979,0,392.282145667918,7.67724524954885,510.628791056071,54.3348231511472,243.45836052273
"32",202205,167.634322825161,0,762.247957299674,0.262593115966951,475.127642426297,24.5430152720607,614.405328328534,78.9331335650064,300.30669181826
"33",202206,177.836605590553,0,801.627459474877,3.45352443891763,499.887491189708,28.6794282924442,646.162876757841,85.2914291196539,316.604155803839
"34",202207,212.471542906335,0,920.995440933906,15.6828663568129,577.698456775171,44.0736129028212,744.018377147646,107.898957434051,369.64384204398
"35",202208,238.20641879023,2.8381470164075,1012.26801560965,24.5313233630933,636.627663124896,55.2800518319916,818.51253662026,124.520085732614,409.45812414812
"36",202209,269.471153445034,11.6581804496738,1122.56096846868,35.3452280990468,707.955712828636,68.9559601603522,908.598050668662,144.758437924915,457.729222270495
"37",202210,299.60904374832,20.0676404107835,1229.97856290932,45.6744615276662,777.181851229395,82.045932233596,996.193431373139,164.195523088673,504.428818393906
"38",202211,331.714916244102,29.004004752373,1344.74405477109,56.6549085265374,851.065752821457,95.9672802377111,1089.73462536656,184.883045170442,554.225557004084
"39",202212,333.585880730812,28.8913822189388,1358.56699441532,56.6489990479093,858.43937565745,96.1487818049584,1100.11437744085,185.606335140407,558.237205686255
"40",202213,318.410524052362,23.7695866403544,1314.46191580551,50.5432620831233,827.875467018608,88.675498879486,1062.90403313506,175.143812126648,536.275863464407
"41",202214,399.749597125905,47.1430234130629,1597.32586727134,79.1069679906245,1011.63713180488,124.668331672229,1294.41621188394,228.105141448559,661.187888506955
"42",202215,438.660942615602,57.9012712332785,1737.57615650137,92.338687990225,1101.65443118507,141.463438713722,1408.56603074195,253.115138698381,721.702553362827
"43",202216,436.565011624012,56.6305911114748,1738.09567247419,90.9191793030624,1100.25579130231,139.867213126874,1407.97846895237,251.235404782872,719.68391505706
"44",202217,424.132792557457,52.3966300510847,1702.63293316914,85.8766766779674,1075.48630830508,133.703431756843,1377.94327477688,242.629922726283,701.783983279069
"45",202218,463.480010101343,63.2235784543704,1845.24421526863,99.2023396936625,1166.83579830021,150.632104184166,1493.90558500509,267.876166421666,763.088590033513
"46",202219,464.853088336377,63.0406780926184,1856.92887895066,99.0928822344243,1172.87815557024,150.659507358901,1502.56362669692,268.321722042251,766.25086794784
"47",202220,457.649138223138,60.4201038208008,1838.48871777558,95.9989382329746,1159.41474699046,146.918310353376,1486.60329573505,263.203055282775,756.194783710997
"48",202221,403.284510308865,44.319685042287,1655.09874652662,76.4181607000618,1039.00963034875,122.382051536542,1335.76657477727,227.43502934685,673.574222715554
"49",202222,401.022382400873,43.2373742818385,1652.49950597897,75.1802451594629,1036.13344163942,120.945373550861,1332.94369429696,225.624391331763,670.898723649027
"50",202223,382.87403937374,37.6542128517687,1593.86270910717,68.4295233330882,997.031761794049,112.54383512087,1284.36144261952,213.520326485311,643.707243849263
"51",202224,344.264927586446,26.3047803407263,1462.65919113236,54.6101045795638,911.108021172613,95.2030067514372,1176.57455778914,188.183109180083,584.881658904077
"52",202225,320.630049306631,19.2785974666049,1383.33097586292,46.0696395350637,858.926293411538,84.5080686548315,1111.26908331438,172.610699306285,549.019421577852
"53",202226,278.781334797767,6.69167080011695,1244.76570209472,30.7969009701235,767.327212117055,65.4223430174292,996.931949664087,144.921101631144,485.802116010626
"54",202227,272.800309672508,4.29389558800996,1232.58106918288,27.9975355812291,757.44379678288,62.0865080759455,985.80270909762,140.489154923055,477.905772658999
"55",202228,253.868885906107,0,1173.08120500043,20.8428471410093,717.3352206449,53.2090937101978,936.248246173057,127.771452437252,449.775606523504
"56",202229,234.262887611393,0,1109.88632178194,13.5661557784278,675.128937364026,44.1459254692148,883.846615820118,114.7017766289,420.404068325101
"57",202230,190.222684297177,0,956.538699526184,0,575.538754668587,24.6844920421792,758.354488903582,86.0455587569933,352.734303594296
"58",202231,176.716817034948,0,912.861993789921,0,546.3950544126,18.4603692544282,722.151807219747,77.056192539823,332.473983154983
"59",202232,179.862282089299,0,929.651555564595,0,555.942449795138,19.4051352533927,735.090041466577,78.752494739761,338.16393751739
"60",202233,158.22151083187,0,854.656274649771,0,507.145236605381,9.82273208482988,673.661583288476,64.6548326418414,304.958345810188
"61",202234,133.676761667943,0,767.886421997332,0,451.085129448427,0,602.823885306664,48.7687847165065,267.044935183622
"62",202235,99.2383861478894,0,643.195875498479,0,371.202242537999,0,501.428754048795,26.6547065976459,213.418550176116
"63",202236,100.048334408364,0,649.279720054507,0,374.386524322222,0,505.95294016757,26.9904685081422,215.136534022588
