"","Data","prev_med","LB_95","UB_95","LB_90","UB_90","LB_80","UB_80","LB_50","UB_50"
"16",202341,1037.20417923504,269.979368991023,3395.42016030907,343.180338964816,2269.75144322044,445.725311812523,2818.07472391576,672.712362592423,1573.62838732241
"17",202342,1047.42995532966,262.363607808231,3533.35465818792,336.13893092482,2338.02920808613,440.024499305056,2918.75253281337,671.718939609594,1606.05570864163
"18",202343,1035.45584949443,248.522995656584,3599.21067538822,321.403782643291,2357.89267210688,424.538764764687,2959.44094299326,656.224417381132,1604.86426584311
"19",202344,1047.72476079488,242.816393722938,3742.50038989172,316.324248688023,2429.125873789,420.840872411066,3064.0533326916,657.259205833463,1639.52606504378
"20",202345,1076.86726704134,242.448855155164,3944.44793254105,317.629841179711,2538.06323969753,425.012646926596,3216.37356258113,669.531585966155,1699.8176936356
"21",202346,1050.59853493881,226.501137881814,3954.73927959955,299.79201639124,2521.88397824225,404.933475161202,3211.41427123392,645.880400539668,1674.91858969008
"22",202347,1135.45873345139,242.216013367429,4360.21875785955,320.664697393396,2760.06664723347,433.679270564466,3528.44396384873,694.262526452263,1821.73019779633
"23",202348,1269.66109363281,270.670905824765,4961.01634072759,357.348776568352,3119.31081866609,482.724569660762,4001.84001253377,773.52297477987,2047.59263988928
"24",202349,1380.22628457782,291.719482295174,5493.46663259403,385.06311414242,3430.52188387026,520.607923028407,4417.08198309167,836.788349975612,2238.91663320974
"25",202350,1499.33048869735,314.194176111605,6075.50453289735,414.677674357431,3768.86082713514,561.139835823706,4869.82507599607,904.669383985659,2445.96990099323
"26",202351,1434.40418218722,289.18130547936,5949.61276702047,385.220216882855,3662.74232573578,525.712841990382,4752.2219651908,856.993712431235,2360.20027480881
"27",202352,1542.50747570951,308.296955867953,6507.5212391104,410.703422197902,3981.21118718314,561.036805993779,5182.57828418504,917.343848336404,2551.83773625132
"28",202401,1977.53856915384,406.487385404595,8421.76506404776,535.50602903926,5128.23952053054,725.54873191498,6691.70032870787,1178.20888449808,3276.73017193634
"29",202402,2153.88106142626,439.217606526421,9321.01996961975,578.627217258576,5642.35739326246,784.650587059652,7385.67064489008,1277.73753716966,3587.18983260916
"30",202403,2338.41517722839,472.725416790337,10281.7089345528,622.934470006758,6187.73234688514,845.630037748546,8124.6300643019,1381.12616111399,3914.42411365262
