lower_95,lower_90,lower_80,lower_50,pred,upper_50,upper_80,upper_90,upper_95,date
0,0,5,29,64,108,193,157,227,2023-10-09
0,0,0,23,56,99,181,146,214,2023-10-16
0,0,0,20,53,96,178,143,211,2023-10-23
0,0,3,29,65,111,201,163,237,2023-10-30
0,0,9,37,75,125,221,181,261,2023-11-06
0,2,17,46,88,141,246,202,289,2023-11-13
0,8,24,56,101,159,272,225,319,2023-11-20
0,12,29,62,109,170,289,239,339,2023-11-27
5,19,36,72,122,187,315,261,367,2023-12-04
0,12,29,62,110,172,294,243,344,2023-12-11
0,0,8,36,76,129,232,189,275,2023-12-18
0,0,2,29,67,117,215,174,256,2023-12-25
16,31,51,91,148,222,370,308,431,2024-01-01
31,49,71,117,182,267,436,365,506,2024-01-08
50,70,95,148,223,320,515,433,595,2024-01-15
60,81,109,165,246,351,560,472,647,2024-01-22
75,98,129,191,279,395,625,528,721,2024-01-29
66,88,116,175,259,369,588,496,680,2024-02-05
76,100,131,193,283,401,636,537,733,2024-02-12
59,81,109,166,247,354,567,478,656,2024-02-19
69,92,122,182,269,383,611,515,706,2024-02-26
76,99,130,194,284,403,641,541,740,2024-03-04
80,105,137,202,295,417,662,559,764,2024-03-11
58,79,107,165,247,354,570,479,660,2024-03-18
42,61,86,137,211,308,502,420,583,2024-03-25
44,64,90,142,217,316,514,431,597,2024-04-01
39,58,83,134,206,302,494,413,574,2024-04-08
28,45,68,114,181,269,445,371,519,2024-04-15
18,33,55,97,159,240,403,334,471,2024-04-22
25,42,65,110,176,263,436,363,509,2024-04-29
20,36,57,101,164,246,413,343,482,2024-05-06
8,22,42,81,138,212,362,299,425,2024-05-13
0,8,25,60,110,176,308,253,364,2024-05-20
0,3,19,52,100,163,289,236,342,2024-05-27
0,0,10,41,85,143,260,211,310,2024-06-03
0,0,8,38,82,139,255,206,303,2024-06-10
0,0,1,29,70,123,231,186,276,2024-06-17
0,0,0,28,69,122,230,184,275,2024-06-24
0,0,0,22,61,111,214,171,257,2024-07-01
0,0,0,17,54,102,200,159,241,2024-07-08
0,0,0,16,53,102,200,158,241,2024-07-15
0,0,0,18,55,105,204,162,246,2024-07-22
0,0,0,20,58,109,210,168,253,2024-07-29
0,0,0,23,62,114,218,174,262,2024-08-05
0,0,0,22,60,111,215,171,258,2024-08-12
0,0,0,22,60,112,215,171,258,2024-08-19
0,0,0,19,57,107,208,165,250,2024-08-26
0,0,0,15,51,99,197,156,238,2024-09-02
0,0,0,16,54,103,202,160,243,2024-09-09
0,0,0,14,51,99,196,155,237,2024-09-16
0,0,0,16,53,102,201,160,243,2024-09-23
0,0,0,13,49,97,194,153,234,2024-09-30
