lower_95,lower_90,lower_80,lower_50,pred,upper_50,upper_80,upper_90,upper_95,date
114,145,187,273,400,571,922,773,1072,2021-10-11
130,164,211,306,448,639,1036,867,1206,2021-10-18
120,154,199,293,433,623,1020,850,1191,2021-10-25
113,147,191,285,425,615,1017,845,1191,2021-11-01
133,170,220,325,482,697,1153,958,1351,2021-11-08
144,183,236,348,516,748,1242,1030,1458,2021-11-15
173,217,278,405,599,866,1438,1192,1689,2021-11-22
179,225,288,421,623,903,1507,1247,1773,2021-11-29
214,267,339,491,724,1048,1749,1447,2059,2021-12-06
228,284,360,522,769,1115,1869,1543,2202,2021-12-13
199,250,320,470,700,1022,1727,1422,2040,2021-12-20
201,253,325,478,714,1045,1773,1458,2098,2021-12-27
410,499,622,885,1290,1863,3125,2578,3689,2022-01-03
500,606,752,1065,1549,2236,3753,3094,4433,2022-01-10
583,705,872,1233,1793,2589,4353,3586,5145,2022-01-17
667,805,995,1405,2043,2951,4972,4093,5883,2022-01-24
775,934,1152,1625,2362,3414,5764,4741,6825,2022-01-31
780,940,1161,1641,2392,3465,5870,4822,6957,2022-02-07
817,985,1218,1724,2515,3651,6201,5089,7357,2022-02-14
838,1011,1251,1772,2591,3767,6417,5260,7620,2022-02-21
869,1049,1299,1843,2698,3930,6711,5496,7977,2022-02-28
917,1108,1371,1947,2854,4162,7124,5829,8475,2022-03-07
956,1154,1430,2032,2982,4356,7472,6109,8896,2022-03-14
933,1128,1399,1992,2931,4289,7378,6026,8791,2022-03-21
884,1071,1330,1899,2801,4108,7087,5782,8451,2022-03-28
955,1156,1436,2050,3024,4440,7671,6254,9153,2022-04-04
924,1121,1394,1994,2948,4335,7510,6117,8967,2022-04-11
897,1088,1356,1943,2877,4239,7360,5990,8795,2022-04-18
873,1061,1324,1900,2819,4160,7239,5887,8657,2022-04-25
882,1073,1339,1924,2857,4222,7358,5980,8805,2022-05-02
834,1016,1269,1829,2722,4029,7039,5716,8428,2022-05-09
733,895,1122,1624,2425,3598,6305,5115,7556,2022-05-16
607,745,939,1366,2050,3053,5370,4350,6441,2022-05-23
474,586,744,1092,1650,2470,4365,3531,5242,2022-05-30
429,533,679,1002,1519,2280,4040,3265,4856,2022-06-06
357,447,574,854,1303,1964,3495,2821,4206,2022-06-13
279,354,459,692,1066,1617,2895,2331,3488,2022-06-20
197,256,339,522,817,1252,2262,1817,2731,2022-06-27
156,207,278,437,692,1068,1944,1558,2351,2022-07-04
118,162,223,359,578,901,1655,1322,2005,2022-07-11
92,130,184,304,498,783,1450,1156,1761,2022-07-18
63,96,142,245,410,655,1226,974,1492,2022-07-25
64,97,143,246,412,658,1233,979,1501,2022-08-01
51,81,124,219,372,600,1132,897,1381,2022-08-08
50,81,124,219,373,601,1136,900,1386,2022-08-15
39,68,107,196,339,552,1050,830,1283,2022-08-22
27,53,89,170,300,495,950,749,1164,2022-08-29
26,51,87,167,297,490,942,742,1154,2022-09-05
36,64,103,190,331,541,1035,817,1266,2022-09-12
39,68,108,197,341,557,1063,839,1300,2022-09-19
40,68,109,198,344,561,1071,845,1310,2022-09-26
53,84,128,226,386,624,1183,935,1446,2022-10-03
