lower_95,lower_90,lower_80,lower_50,pred,upper_50,upper_80,upper_90,upper_95,date
0,0,0,10,68,157,374,277,478,2022-10-10
0,0,0,16,79,176,415,308,531,2022-10-17
0,0,0,16,80,180,429,317,551,2022-10-24
0,0,0,16,83,186,447,329,574,2022-10-31
0,0,0,17,85,191,461,339,594,2022-11-07
0,0,0,22,93,206,494,364,637,2022-11-14
0,0,0,17,86,197,480,351,620,2022-11-21
0,0,0,29,106,229,546,402,705,2022-11-28
0,0,0,34,114,243,577,425,743,2022-12-05
0,0,0,39,123,257,606,447,781,2022-12-12
0,0,0,23,97,217,528,386,684,2022-12-19
0,0,0,5,69,172,440,318,575,2022-12-26
0,0,0,26,103,226,548,401,710,2023-01-02
0,0,0,26,103,227,549,402,712,2023-01-09
0,0,0,31,112,241,579,425,748,2023-01-16
0,0,0,25,102,225,546,400,708,2023-01-23
0,0,0,27,106,231,559,409,723,2023-01-30
0,0,0,33,114,245,586,430,757,2023-02-06
0,0,0,28,107,233,562,412,728,2023-02-13
0,0,0,26,103,227,550,403,713,2023-02-20
0,0,0,33,114,245,586,431,758,2023-02-27
0,0,0,32,112,242,581,427,752,2023-03-06
0,0,0,30,110,239,574,421,743,2023-03-13
0,0,0,34,116,249,595,437,769,2023-03-20
0,0,0,27,105,231,560,410,725,2023-03-27
0,0,0,30,109,238,575,421,745,2023-04-03
0,0,0,34,117,252,602,442,779,2023-04-10
0,0,0,34,117,252,604,443,781,2023-04-17
0,0,0,33,115,248,598,438,774,2023-04-24
0,0,0,35,118,254,611,448,791,2023-05-01
0,0,0,35,120,257,616,452,798,2023-05-08
0,0,0,32,115,250,604,442,783,2023-05-15
0,0,0,29,109,240,586,428,761,2023-05-22
0,0,0,30,111,244,593,433,771,2023-05-29
0,0,0,23,101,228,563,410,733,2023-06-05
0,0,0,22,99,225,558,406,728,2023-06-12
0,0,0,21,98,224,556,403,725,2023-06-19
0,0,0,23,100,227,563,409,735,2023-06-26
0,0,0,20,96,221,550,399,718,2023-07-03
0,0,0,19,94,217,542,393,707,2023-07-10
0,0,0,18,93,215,538,389,702,2023-07-17
0,0,0,17,92,213,535,387,698,2023-07-24
0,0,0,17,91,213,533,386,697,2023-07-31
0,0,0,16,90,210,529,382,691,2023-08-07
0,0,0,15,89,208,525,380,686,2023-08-14
0,0,0,15,88,208,524,379,685,2023-08-21
0,0,0,16,90,210,528,382,691,2023-08-28
0,0,0,14,87,205,519,375,679,2023-09-04
0,0,0,14,87,206,521,376,681,2023-09-11
0,0,0,15,87,206,522,377,683,2023-09-18
0,0,0,15,89,208,526,380,688,2023-09-25
0,0,0,15,89,209,528,382,691,2023-10-02
