lower_95,lower_90,lower_80,lower_50,pred,upper_50,upper_80,upper_90,upper_95,date
270,343,446,673,1037,1574,2818,2270,3395,2023-10-09
262,336,440,672,1047,1606,2919,2338,3533,2023-10-16
249,321,425,656,1035,1605,2959,2358,3599,2023-10-23
243,316,421,657,1048,1640,3064,2429,3743,2023-10-30
242,318,425,670,1077,1700,3216,2538,3944,2023-11-06
227,300,405,646,1051,1675,3211,2522,3955,2023-11-13
242,321,434,694,1135,1822,3528,2760,4360,2023-11-20
271,357,483,774,1270,2048,4002,3119,4961,2023-11-27
292,385,521,837,1380,2239,4417,3431,5493,2023-12-04
314,415,561,905,1499,2446,4870,3769,6076,2023-12-11
289,385,526,857,1434,2360,4752,3663,5950,2023-12-18
308,411,561,917,1543,2552,5183,3981,6508,2023-12-25
406,536,726,1178,1978,3277,6692,5128,8422,2024-01-01
439,579,785,1278,2154,3587,7386,5642,9321,2024-01-08
473,623,846,1381,2338,3914,8125,6188,10282,2024-01-15
465,615,838,1377,2347,3953,8277,6283,10505,2024-01-22
436,581,796,1319,2264,3840,8113,6138,10326,2024-01-29
441,589,810,1348,2326,3967,8449,6373,10781,2024-02-05
469,627,863,1440,2495,4274,9169,6897,11730,2024-02-12
464,621,858,1441,2511,4324,9350,7013,11991,2024-02-19
496,665,919,1545,2703,4676,10178,7614,13083,2024-02-26
524,702,971,1638,2876,4997,10951,8171,14108,2024-03-04
534,717,994,1684,2970,5183,11436,8511,14767,2024-03-11
511,689,960,1635,2901,5089,11312,8396,14640,2024-03-18
486,659,922,1581,2821,4975,11136,8244,14445,2024-03-25
508,689,965,1659,2970,5260,11846,8749,15397,2024-04-01
497,676,950,1641,2952,5251,11904,8771,15505,2024-04-08
475,650,917,1592,2880,5147,11744,8632,15329,2024-04-15
449,616,874,1527,2777,4988,11454,8399,14981,2024-04-22
420,579,826,1452,2656,4795,11084,8108,14525,2024-04-29
388,539,772,1368,2518,4567,10625,7755,13952,2024-05-06
328,461,668,1198,2223,4058,9508,6921,12511,2024-05-13
273,391,573,1040,1948,3581,8453,6138,11147,2024-05-20
263,378,557,1016,1913,3531,8383,6074,11074,2024-05-27
239,347,515,949,1799,3337,7971,5763,10550,2024-06-03
199,295,444,832,1592,2974,7155,5160,9489,2024-06-10
173,261,399,756,1460,2743,6645,4781,8829,2024-06-17
144,224,348,672,1312,2484,6061,4350,8070,2024-06-24
125,198,314,615,1213,2312,5681,4067,7579,2024-07-01
95,160,261,527,1054,2027,5025,3587,6719,2024-07-08
78,138,231,475,964,1867,4663,3320,6247,2024-07-15
67,122,210,441,904,1762,4431,3148,5948,2024-07-22
59,112,197,419,866,1698,4294,3045,5774,2024-07-29
46,95,173,379,794,1570,4001,2830,5390,2024-08-05
36,82,156,350,743,1478,3793,2676,5119,2024-08-12
24,66,133,311,673,1351,3496,2460,4728,2024-08-19
13,52,114,278,612,1242,3239,2273,4389,2024-08-26
2,38,94,245,552,1131,2976,2083,4041,2024-09-02
9,46,107,267,596,1220,3211,2246,4363,2024-09-09
1,36,93,243,552,1140,3023,2110,4115,2024-09-16
0,27,80,221,511,1065,2845,1981,3879,2024-09-23
0,28,81,225,521,1086,2910,2024,3972,2024-09-30
