"","Data","prev_med","LB_95","UB_95","LB_90","UB_90","LB_80","UB_80","LB_50","UB_50"
"16",202341,131.622821051669,0,679.181947526426,0,412.005908134672,4.78225032087408,541.112328612889,52.570963555845,251.633954335594
"17",202342,145.060974973087,0,747.689679532131,0,451.674550394283,8.85925662483199,594.362000447811,59.8817488833093,275.620618827428
"18",202343,151.694703644384,0,793.830125825609,0,476.432967746296,9.90041754606348,629.068438563018,62.7306771299606,289.294907143055
"19",202344,162.869261281563,0,856.992522521094,0,511.882906604978,12.9305097115984,677.476832899196,68.50884564751,310.068968552902
"20",202345,199.055059307078,0,1014.62055226032,0,606.893142977543,26.5168991743936,802.121262370452,90.160988863889,370.30639160787
"21",202346,223.7425064378,0,1133.80332075044,5.33443584461745,676.471322165355,34.9814313584001,895.013735386942,104.287651232294,413.047214760189
"22",202347,277.77201776536,0,1370.44379307822,20.754322765501,818.656204850351,55.3483192657029,1081.83510236441,136.654971731458,503.03697134431
"23",202348,258.001043127943,0,1321.71417206102,12.5247532569651,782.06839631889,45.3002368246742,1038.99158337201,122.727044917081,475.434145989813
"24",202349,279.999677955811,0,1438.11492748455,17.5439444050507,848.011493548364,52.3185702169475,1128.47464390786,134.86770518516,514.813156762788
"25",202350,266.971949500279,0,1412.5593289065,11.8000091545261,826.428206103102,45.3630306513441,1104.54741228063,125.404840895342,497.45128447602
"26",202351,203.102874670237,0,1171.05875554798,0,673.874151085904,18.7161407374146,909.4200923252,85.0720310480187,396.408625944806
"27",202352,204.549685232935,0,1198.30006563046,0,685.973529592037,18.0071685411882,928.331778285715,84.906130495533,401.608629886508
"28",202401,390.688434871483,13.3133107956828,2024.86192862877,43.4225013255769,1179.40215756895,88.1934766892482,1578.78218474277,196.316698032698,712.560148365504
"29",202402,494.752537954003,35.3048576315311,2514.32285281305,71.67002175101,1465.98064095629,125.884389724458,1960.52622231142,257.31431750495,889.970354036618
"30",202403,579.780876483903,52.4531719818429,2931.10807093118,93.8723487474372,1706.67170388617,155.775323784192,2283.53763710376,306.392923956074,1037.08190471144
"31",202404,687.235460189784,74.1569990863547,3458.51141803912,121.959596035809,2011.02402379243,193.573006652415,2692.12830104556,368.425688534526,1223.02665064993
"32",202405,797.585560625233,95.9945279618224,4010.62414354674,150.315783845676,2327.56361181796,231.880011185193,3118.57386004719,431.693432229862,1415.27137595826
"33",202406,881.478496012948,111.655501217887,4451.26388207683,170.8601611648,2576.20298580533,259.950288989742,3456.44785114684,478.896944329379,1564.02681439573
"34",202407,922.161886958489,117.813535893093,4696.83192721022,179.276132179096,2708.97137336132,271.95641545477,3641.15365677047,500.421594586575,1640.13548574973
"35",202408,949.44392749079,121.087564917515,4881.4314855663,183.995020806797,2805.56172883196,279.042904516102,3777.9995290711,514.0290519331,1693.61636632673
"36",202409,1089.18647214282,147.803255181151,5606.80342553894,218.87228520366,3216.08304477664,326.456287864993,4334.89299994912,593.17945676649,1940.11306411794
"37",202410,1160.23292952747,159.87305606674,6011.3955432822,234.966979025394,3438.33651377918,348.851326175619,4641.32417853939,631.950821307862,2069.80019754278
"38",202411,1195.23120586297,164.425024795836,6244.42174274752,241.384260090853,3560.5244027232,358.301514229274,4814.18050789684,649.686370503216,2137.76760876041
"39",202412,1250.54301916768,173.080441723641,6579.22768510974,253.103853733087,3740.90052917344,374.879896724391,5065.52404438295,679.120516522959,2241.05816486838
"40",202413,1263.66973560939,173.206874026896,6706.54597158453,253.790801900897,3801.65745953136,376.616711514274,5156.19981589538,684.203849943482,2271.3160142621
"41",202414,1244.72071657196,167.042169124739,6671.49160188676,246.29903050676,3769.71861802048,367.288189161103,5121.71200690814,670.960672199695,2245.48125576685
