lower_95,lower_90,lower_80,lower_50,pred,upper_50,upper_80,upper_90,upper_95,date
0,0,0,16,46,83,155,126,184,2023-10-09
0,0,0,19,51,91,167,135,198,2023-10-16
0,0,0,18,50,90,168,136,199,2023-10-23
0,0,2,27,61,105,190,155,225,2023-10-30
0,0,3,29,64,110,199,162,235,2023-11-06
0,0,13,41,81,132,232,190,272,2023-11-13
0,5,20,51,94,149,257,212,301,2023-11-20
0,9,25,57,103,162,277,229,324,2023-11-27
0,5,20,51,96,153,265,218,311,2023-12-04
0,9,25,58,105,165,285,235,334,2023-12-11
0,1,17,48,91,148,261,214,308,2023-12-18
0,6,22,55,101,161,281,231,331,2023-12-25
27,43,65,110,173,256,420,351,489,2024-01-01
34,51,75,122,190,278,455,381,529,2024-01-08
39,57,81,131,202,294,480,402,557,2024-01-15
33,51,74,122,190,280,460,385,536,2024-01-22
34,52,76,124,194,285,469,392,546,2024-01-29
37,55,80,130,201,296,486,406,565,2024-02-05
34,52,77,126,197,291,479,400,559,2024-02-12
24,41,63,109,175,262,438,364,511,2024-02-19
28,46,69,117,186,277,461,383,538,2024-02-26
27,45,68,115,184,275,459,381,536,2024-03-04
17,33,55,99,163,247,418,345,489,2024-03-11
5,19,39,79,136,212,366,301,431,2024-03-18
0,15,33,71,127,200,349,286,412,2024-03-25
0,7,24,60,112,181,321,261,379,2024-04-01
0,3,20,54,104,171,306,249,363,2024-04-08
0,0,11,43,89,151,277,224,331,2024-04-15
0,0,0,27,68,123,236,188,283,2024-04-22
0,0,1,31,74,131,247,198,296,2024-04-29
0,0,0,27,69,125,239,191,287,2024-05-06
0,0,0,20,60,113,221,175,266,2024-05-13
0,0,0,13,50,99,201,158,244,2024-05-20
0,0,0,9,45,93,191,150,233,2024-05-27
0,0,0,7,42,90,187,146,228,2024-06-03
0,0,0,6,41,88,184,143,224,2024-06-10
0,0,0,3,37,83,177,137,216,2024-06-17
0,0,0,0,33,77,169,130,208,2024-06-24
0,0,0,0,32,77,168,129,207,2024-07-01
0,0,0,0,27,70,159,121,197,2024-07-08
0,0,0,0,24,67,155,117,192,2024-07-15
0,0,0,0,24,67,155,118,193,2024-07-22
0,0,0,0,21,63,150,113,187,2024-07-29
0,0,0,0,17,57,141,105,177,2024-08-05
0,0,0,0,15,54,137,102,173,2024-08-12
0,0,0,0,12,51,132,98,167,2024-08-19
0,0,0,0,12,51,132,98,167,2024-08-26
0,0,0,0,12,52,134,99,169,2024-09-02
0,0,0,0,10,49,131,96,166,2024-09-09
0,0,0,0,14,54,139,103,175,2024-09-16
0,0,0,0,15,56,142,105,178,2024-09-23
0,0,0,0,17,59,146,109,184,2024-09-30
