lower_95,lower_90,lower_80,lower_50,pred,upper_50,upper_80,upper_90,upper_95,date
0,0,0,0,23,14,99,62,139,2021-10-11
0,0,0,0,19,20,114,72,158,2021-10-18
0,0,0,0,14,30,135,88,184,2021-10-25
0,0,0,0,14,31,139,91,191,2021-11-01
0,0,0,0,7,44,166,111,226,2021-11-08
0,0,0,0,2,53,187,126,252,2021-11-15
0,0,0,0,5,65,213,146,286,2021-11-22
0,0,0,0,19,87,260,181,345,2021-11-29
0,0,0,0,31,109,306,216,404,2021-12-06
0,0,0,0,38,121,334,237,441,2021-12-13
0,0,0,0,32,113,324,228,430,2021-12-20
0,0,0,0,34,118,337,237,449,2021-12-27
0,0,0,11,82,197,503,362,658,2022-01-03
0,0,0,23,102,232,581,420,759,2022-01-10
0,0,0,43,137,293,713,519,929,2022-01-17
0,0,0,43,139,298,731,531,956,2022-01-24
0,0,0,46,144,310,763,553,999,2022-01-31
0,0,0,44,143,309,768,555,1009,2022-02-07
0,0,0,54,162,344,851,615,1117,2022-02-14
0,0,2,65,182,382,940,680,1234,2022-02-21
0,0,9,77,204,422,1035,749,1361,2022-02-28
0,0,23,101,247,499,1212,878,1592,2022-03-07
0,3,38,126,292,580,1401,1016,1840,2022-03-14
0,0,35,122,287,574,1398,1011,1842,2022-03-21
0,7,44,139,318,631,1536,1110,2025,2022-03-28
0,19,61,168,371,728,1766,1277,2329,2022-04-04
0,12,52,153,347,690,1692,1219,2238,2022-04-11
0,7,45,143,332,666,1648,1184,2185,2022-04-18
0,7,46,145,336,678,1687,1209,2240,2022-04-25
0,0,36,129,310,633,1594,1138,2124,2022-05-02
0,0,30,120,295,610,1550,1103,2070,2022-05-09
0,0,18,101,262,554,1428,1012,1913,2022-05-16
0,0,0,66,201,446,1184,832,1595,2022-05-23
0,0,0,56,184,416,1119,784,1512,2022-05-30
0,0,0,34,144,345,959,666,1302,2022-06-06
0,0,0,18,117,297,849,585,1159,2022-06-13
0,0,0,6,96,259,763,522,1047,2022-06-20
0,0,0,0,77,227,691,468,954,2022-06-27
0,0,0,0,75,226,694,469,961,2022-07-04
0,0,0,0,50,180,588,392,821,2022-07-11
0,0,0,0,36,155,532,350,747,2022-07-18
0,0,0,0,24,133,481,313,681,2022-07-25
0,0,0,0,16,120,452,291,644,2022-08-01
0,0,0,0,11,111,433,277,620,2022-08-08
0,0,0,0,6,102,413,262,595,2022-08-15
0,0,0,0,3,86,377,235,547,2022-08-22
0,0,0,0,6,82,367,228,535,2022-08-29
0,0,0,0,6,82,372,230,542,2022-09-05
0,0,0,0,9,78,362,223,531,2022-09-12
0,0,0,0,6,83,380,234,555,2022-09-19
0,0,0,0,10,75,362,221,532,2022-09-26
0,0,0,0,3,91,404,250,592,2022-10-03
