lower_95,lower_90,lower_80,lower_50,pred,upper_50,upper_80,upper_90,upper_95,date
0,0,4,28,61,104,184,151,217,2021-10-11
0,0,4,29,63,106,190,155,224,2021-10-18
0,0,13,40,78,126,219,181,257,2021-10-25
0,5,20,49,90,142,242,200,283,2021-11-01
0,6,21,51,93,147,251,208,294,2021-11-08
0,6,21,51,93,147,253,209,296,2021-11-15
0,10,26,58,103,160,273,226,319,2021-11-22
0,5,21,51,95,150,259,214,304,2021-11-29
0,0,8,36,75,126,225,184,266,2021-12-06
0,0,2,29,66,114,209,169,248,2021-12-13
0,0,0,17,51,95,183,146,219,2021-12-20
0,0,0,15,49,93,179,143,215,2021-12-27
0,0,0,20,56,102,193,155,230,2022-01-03
0,0,0,20,55,101,193,154,230,2022-01-10
0,0,0,19,54,100,192,153,229,2022-01-17
0,0,0,21,58,105,199,160,238,2022-01-24
0,0,0,26,64,113,212,170,252,2022-01-31
0,0,5,33,73,126,230,186,273,2022-02-07
0,0,7,35,77,130,237,192,281,2022-02-14
0,0,3,31,71,123,227,184,271,2022-02-21
0,0,6,34,75,129,236,191,280,2022-02-28
0,0,5,34,75,129,236,191,280,2022-03-07
0,0,5,33,74,128,235,190,280,2022-03-14
0,0,7,36,77,132,241,195,287,2022-03-21
0,0,6,36,77,132,242,196,287,2022-03-28
0,0,12,43,87,145,260,212,308,2022-04-04
0,0,14,45,90,149,267,218,316,2022-04-11
0,0,13,44,88,146,263,214,312,2022-04-18
0,0,11,42,86,144,260,211,308,2022-04-25
0,2,18,51,97,159,282,230,333,2022-05-02
0,6,23,57,106,170,299,245,353,2022-05-09
0,10,27,62,113,179,312,256,368,2022-05-16
0,8,25,60,110,175,306,251,361,2022-05-23
0,4,20,54,102,164,291,238,344,2022-05-30
0,1,17,49,96,157,280,228,331,2022-06-06
0,0,13,45,90,150,269,219,319,2022-06-13
0,0,14,46,91,151,272,221,322,2022-06-20
0,1,17,50,96,158,282,230,334,2022-06-27
0,6,22,56,106,170,300,245,355,2022-07-04
0,3,19,53,101,164,292,238,345,2022-07-11
0,0,14,46,92,152,274,223,325,2022-07-18
0,0,14,45,91,152,274,223,325,2022-07-25
0,0,11,42,87,147,267,216,317,2022-08-01
0,0,14,46,92,153,276,224,327,2022-08-08
0,0,14,46,92,153,277,225,328,2022-08-15
0,0,9,40,84,143,262,212,311,2022-08-22
0,0,2,31,73,128,239,193,286,2022-08-29
0,0,8,39,83,141,259,209,308,2022-09-05
0,0,6,36,80,137,253,204,302,2022-09-12
0,0,2,31,73,128,239,192,286,2022-09-19
0,0,0,24,64,116,222,178,267,2022-09-26
0,0,0,27,67,121,229,183,274,2022-10-03
