lower_95,lower_90,lower_80,lower_50,pred,upper_50,upper_80,upper_90,upper_95,date
0,0,11,47,102,176,333,266,401,2021-10-11
0,0,13,51,108,186,354,282,427,2021-10-18
0,0,11,49,107,188,361,287,438,2021-10-25
0,0,18,59,123,212,405,322,491,2021-11-01
0,0,20,63,130,224,430,340,522,2021-11-08
0,0,20,64,133,230,446,352,543,2021-11-15
0,7,30,79,155,264,507,401,617,2021-11-22
0,10,34,86,166,283,544,430,663,2021-11-29
0,13,38,92,177,301,580,458,708,2021-12-06
0,17,43,100,190,322,622,490,760,2021-12-13
0,10,35,89,176,304,596,468,731,2021-12-20
0,0,23,74,156,276,553,431,681,2021-12-27
1,21,49,112,213,362,709,556,871,2022-01-03
11,34,65,136,250,419,815,640,1000,2022-01-10
20,44,79,156,282,469,910,715,1117,2022-01-17
16,40,74,150,275,462,904,708,1112,2022-01-24
28,54,92,178,318,528,1030,807,1267,2022-01-31
26,53,91,176,317,530,1041,814,1283,2022-02-07
27,55,93,181,327,548,1080,842,1333,2022-02-14
20,46,83,167,307,520,1036,806,1283,2022-02-21
25,52,91,180,328,555,1107,860,1372,2022-02-28
19,45,83,169,313,534,1075,832,1335,2022-03-07
16,42,80,165,309,530,1073,830,1336,2022-03-14
12,38,74,158,299,516,1054,813,1315,2022-03-21
3,27,61,139,271,475,983,755,1229,2022-03-28
0,22,54,130,258,458,955,731,1197,2022-04-04
0,21,53,129,258,459,962,735,1208,2022-04-11
0,8,38,106,223,406,866,658,1092,2022-04-18
0,0,25,88,196,366,793,600,1003,2022-04-25
0,0,20,80,184,348,763,575,967,2022-05-02
0,0,10,67,164,317,706,530,899,2022-05-09
0,0,9,66,163,317,710,532,905,2022-05-16
0,0,3,56,148,294,668,498,854,2022-05-23
0,0,1,54,146,292,667,496,854,2022-05-30
0,0,0,49,138,281,648,481,832,2022-06-06
0,0,0,43,129,267,623,461,802,2022-06-13
0,0,0,42,129,268,627,463,808,2022-06-20
0,0,0,30,109,238,572,419,740,2022-06-27
0,0,0,28,106,234,567,415,736,2022-07-04
0,0,0,27,106,235,572,417,742,2022-07-11
0,0,0,20,95,218,542,394,706,2022-07-18
0,0,0,20,96,220,548,398,715,2022-07-25
0,0,0,13,84,202,514,371,673,2022-08-01
0,0,0,12,84,202,516,372,677,2022-08-08
0,0,0,12,85,205,525,377,689,2022-08-15
0,0,0,11,84,203,524,376,689,2022-08-22
0,0,0,10,83,202,525,376,691,2022-08-29
0,0,0,10,83,205,531,381,700,2022-09-05
0,0,0,13,87,212,549,394,724,2022-09-12
0,0,0,9,81,203,532,380,703,2022-09-19
0,0,0,15,92,221,573,410,756,2022-09-26
0,0,0,17,95,227,588,421,776,2022-10-03
