lower_95,lower_90,lower_80,lower_50,pred,upper_50,upper_80,upper_90,upper_95,date
0,0,0,29,100,210,482,360,613,2022-10-10
0,0,0,31,104,218,504,375,644,2022-10-17
0,0,0,39,118,243,558,415,712,2022-10-24
0,0,0,27,101,218,517,381,665,2022-10-31
0,0,0,26,101,220,526,387,678,2022-11-07
0,0,0,22,96,214,519,380,672,2022-11-14
0,0,0,29,108,235,567,415,734,2022-11-21
0,0,0,41,129,271,644,473,833,2022-11-28
0,0,7,66,171,342,793,587,1023,2022-12-05
0,0,14,78,191,377,869,643,1121,2022-12-12
0,0,1,58,159,327,773,568,1002,2022-12-19
0,0,0,32,117,259,639,464,835,2022-12-26
0,0,0,11,85,206,534,383,703,2023-01-02
0,0,0,18,97,228,582,419,766,2023-01-09
0,0,0,15,93,222,573,410,755,2023-01-16
0,0,0,21,103,239,613,440,807,2023-01-23
0,0,0,42,138,300,745,539,976,2023-01-30
0,0,14,83,208,419,998,729,1301,2023-02-06
0,16,54,147,318,606,1401,1032,1817,2023-02-13
21,54,105,229,458,844,1914,1417,2476,2023-02-20
128,191,287,524,958,1696,3744,2791,4822,2023-02-27
264,367,522,902,1605,2800,6126,4577,7880,2023-03-06
380,516,721,1227,2161,3754,8200,6128,10547,2023-03-13
558,744,1026,1723,3013,5216,11380,8505,14640,2023-03-20
801,1058,1446,2407,4189,7237,15783,11795,20311,2023-03-27
901,1188,1621,2695,4689,8106,17710,13225,22805,2023-04-03
968,1274,1738,2889,5030,8705,19053,14218,24551,2023-04-10
1208,1585,2155,3572,6212,10750,23553,17568,30364,2023-04-17
1090,1434,1955,3250,5666,9825,21581,16082,27843,2023-04-24
1110,1461,1993,3316,5788,10049,22112,16466,28545,2023-05-01
902,1193,1634,2734,4791,8342,18408,13695,23783,2023-05-08
690,920,1270,2141,3772,6590,14593,10844,18870,2023-05-15
520,700,975,1661,2946,5169,11490,8528,14871,2023-05-22
304,421,601,1049,1889,3345,7489,5546,9708,2023-05-29
176,257,380,687,1264,2264,5116,3778,6644,2023-06-05
96,154,241,461,873,1587,3627,2670,4722,2023-06-12
50,94,161,330,646,1195,2766,2029,3608,2023-06-19
6,38,86,208,439,844,2010,1461,2641,2023-06-26
0,0,30,116,282,574,1427,1024,1891,2023-07-03
0,0,6,78,217,464,1192,847,1592,2023-07-10
0,0,0,46,161,369,988,694,1329,2023-07-17
0,0,0,29,133,320,885,616,1199,2023-07-24
0,0,0,27,131,321,896,622,1218,2023-07-31
0,0,0,19,118,298,852,587,1163,2023-08-07
0,0,0,16,113,293,847,581,1159,2023-08-14
0,0,0,18,118,305,882,605,1210,2023-08-21
0,0,0,14,113,296,869,593,1196,2023-08-28
0,0,0,4,95,264,797,540,1102,2023-09-04
0,0,0,3,93,263,799,540,1108,2023-09-11
0,0,0,1,90,259,795,536,1104,2023-09-18
0,0,0,0,85,250,779,523,1085,2023-09-25
0,0,0,0,82,247,775,519,1081,2023-10-02
