"","Data","prev_med","LB_95","UB_95","LB_90","UB_90","LB_80","UB_80","LB_50","UB_50"
"16",202141,21.2745761840543,0,83.4655609329922,0,58.9734939989766,0,71.6524140160594,5.17190803665166,39.8426928177107
"17",202142,20.7680021167177,0,83.8002374059573,0,58.9326152521327,0,71.7995049778869,4.51626635729878,39.5467982505578
"18",202143,19.3928087252185,0,82.7077030032202,0,57.6879326517461,0,70.6276199478955,3.13108496122231,38.2186833451468
"19",202144,20.2051952984127,0,84.8770521425847,0,59.2830858158295,0,72.5141897914234,3.65352415218969,39.3998814310869
"20",202145,18.8328917982288,0,83.6085625669892,0,57.9386881464505,0,71.2039427647418,2.30819871831919,38.0266327629227
"21",202146,15.0153937021522,0,78.4599434185022,0,53.2863323842814,0,66.2905636880113,0,33.7862410913573
"22",202147,10.2983182249639,0,71.8022747112826,0,47.3708990515798,0,59.9876392946126,0,28.469749745851
"23",202148,8.76622331585482,0,70.0157262347107,0,45.6600958499957,0,58.2340061603649,0,26.839432701313
"24",202149,8.79922728684856,0,70.6189714801904,0,46.0131566259998,0,58.7127900960374,0,27.0194021561813
"25",202150,8.37997022040231,0,70.4664213409036,0,45.7328927746921,0,58.4952768893746,0,26.6591680150374
"26",202151,7.80274219927912,0,70.0196435221713,0,45.2143665525699,0,58.0108661125182,0,26.1023875914447
"27",202152,8.21221033806759,0,71.0899776715044,0,46.0029296513892,0,58.942099692069,0,26.6896372188162
"28",202201,22.1398672750328,0,93.5493858515612,0,65.0393448364507,0,79.7412024679476,4.24453233957574,43.1072387505839
"29",202202,20.1729281495149,0,90.8102283833142,0,62.5921006401129,0,77.1410139054677,2.49585554112838,40.8986986233168
"30",202203,22.4818842739194,0,94.8756237172009,0,65.9384477391165,0,80.8555329739173,4.3914709930157,43.7072572364987
"31",202204,24.2122591539786,0,98.003745986901,0,68.4914792699751,0,83.7026095176622,5.79723031065851,45.8326014663238
"32",202205,32.1269506421712,0,110.989866492735,0,79.433133802212,0,95.6956306125362,12.4706697905386,55.2185215799909
"33",202206,30.8554937930274,0,109.298537793426,0,77.8949186730362,0,94.0763132932391,11.3262405398281,53.8106395472059
"34",202207,31.7094009722474,0,110.98049469721,0,79.2314499190436,0,95.5887783985419,11.9948941282772,54.8942604883294
"35",202208,28.2514540348031,0,105.726597249226,0,74.6842577723344,0,90.6756284352356,9.00247696350573,50.8996485240256
"36",202209,36.0572200811443,0,118.528152065506,0,85.471718261107,0,102.498812472359,15.5856061222913,60.1546053807376
"37",202210,41.6907801138587,0,127.847099890866,0,93.3014724383764,3.85992882529162,111.093866704937,20.3223043816491,66.8541611835666
"38",202211,37.216710417163,0,120.895377238779,0,87.3324151147712,0.508102701671362,104.617104238613,16.4788721383228,61.6467027200275
