lower_95,lower_90,lower_80,lower_50,pred,upper_50,upper_80,upper_90,upper_95,date
220,280,363,545,831,1245,2182,1772,2609,2021-10-11
210,270,353,536,827,1251,2222,1796,2669,2021-10-18
222,285,374,570,885,1348,2420,1948,2917,2021-10-25
215,279,368,567,888,1364,2479,1986,2999,2021-11-01
230,298,394,608,958,1480,2715,2168,3295,2021-11-08
210,275,367,575,915,1427,2650,2106,3228,2021-11-15
193,256,345,547,881,1386,2602,2060,3182,2021-11-22
177,237,324,519,845,1342,2548,2009,3126,2021-11-29
178,239,328,529,866,1383,2650,2082,3260,2021-12-06
176,238,328,533,878,1411,2725,2135,3362,2021-12-13
132,186,262,439,737,1202,2355,1836,2917,2021-12-20
91,136,200,349,601,996,1986,1539,2470,2021-12-27
145,202,286,480,812,1333,2647,2053,3294,2022-01-03
151,211,297,500,848,1399,2795,2163,3485,2022-01-10
158,220,310,522,888,1470,2955,2281,3693,2022-01-17
167,232,327,550,938,1557,3147,2424,3940,2022-01-24
205,280,390,650,1103,1829,3707,2852,4648,2022-01-31
215,293,409,681,1159,1928,3929,3016,4935,2022-02-07
240,325,451,750,1276,2126,4350,3333,5472,2022-02-14
233,318,443,740,1266,2120,4364,3337,5501,2022-02-21
257,349,484,808,1381,2317,4791,3657,6048,2022-02-28
296,399,551,916,1564,2627,5448,4152,6887,2022-03-07
301,405,561,934,1600,2697,5622,4277,7119,2022-03-14
301,407,564,942,1621,2741,5742,4360,7284,2022-03-21
284,386,538,905,1565,2659,5603,4245,7120,2022-03-28
339,456,631,1056,1821,3094,6535,4946,8313,2022-04-04
340,458,636,1066,1844,3143,6670,5039,8498,2022-04-11
383,515,711,1189,2057,3510,7470,5637,9529,2022-04-18
364,491,682,1146,1991,3410,7293,5494,9317,2022-04-25
388,522,724,1217,2117,3632,7795,5863,9970,2022-05-02
403,543,752,1265,2205,3792,8169,6136,10461,2022-05-09
418,562,779,1312,2291,3948,8535,6402,10943,2022-05-16
357,486,679,1154,2029,3515,7642,5721,9814,2022-05-23
331,453,637,1089,1924,3345,7305,5460,9394,2022-05-30
303,418,590,1017,1806,3153,6919,5163,8910,2022-06-06
250,349,500,873,1565,2748,6066,4517,7824,2022-06-13
198,284,413,733,1329,2350,5224,3881,6749,2022-06-20
177,258,379,681,1245,2216,4959,3676,6421,2022-06-27
165,242,359,651,1198,2143,4828,3570,6264,2022-07-04
155,230,344,629,1165,2096,4751,3505,6175,2022-07-11
128,195,298,555,1041,1888,4315,3174,5621,2022-07-18
98,157,247,474,903,1653,3814,2798,4981,2022-07-25
93,151,240,463,887,1631,3783,2769,4948,2022-08-01
89,146,234,455,877,1619,3775,2758,4945,2022-08-08
73,126,206,411,802,1492,3506,2555,4602,2022-08-15
64,114,191,387,763,1428,3376,2455,4439,2022-08-22
50,97,168,349,698,1317,3137,2276,4133,2022-08-29
42,86,154,328,662,1256,3012,2180,3975,2022-09-05
37,80,145,314,639,1219,2938,2123,3884,2022-09-12
29,70,132,292,603,1158,2810,2026,3721,2022-09-19
29,70,133,295,609,1174,2856,2057,3786,2022-09-26
27,67,130,290,602,1163,2843,2044,3773,2022-10-03
