lower_95,lower_90,lower_80,lower_50,pred,upper_50,upper_80,upper_90,upper_95,date
0,0,0,0,14,45,105,80,129,2023-10-09
0,0,0,0,21,54,119,92,145,2023-10-16
0,0,0,0,27,63,133,103,161,2023-10-23
0,0,0,2,31,69,142,112,173,2023-10-30
0,0,0,7,38,78,157,124,190,2023-11-06
0,0,0,17,51,96,184,147,221,2023-11-13
0,0,1,28,66,116,215,174,256,2023-11-20
0,0,13,43,87,144,257,209,304,2023-11-27
0,1,17,49,94,154,274,223,323,2023-12-04
0,5,22,55,104,167,294,241,347,2023-12-11
0,0,9,40,83,141,257,208,305,2023-12-18
0,0,1,30,71,125,235,189,281,2023-12-25
3,17,36,75,130,204,353,290,416,2024-01-01
9,24,44,85,145,224,384,316,451,2024-01-08
13,29,50,93,156,240,409,337,480,2024-01-15
20,37,60,107,174,264,447,370,524,2024-01-22
26,44,68,117,188,283,477,395,559,2024-01-29
32,50,76,127,203,303,508,421,596,2024-02-05
34,54,79,132,210,314,526,436,616,2024-02-12
26,44,68,118,192,290,491,406,577,2024-02-19
26,44,69,119,193,292,495,409,582,2024-02-26
29,48,74,126,202,305,516,427,607,2024-03-04
29,48,73,126,203,306,519,428,610,2024-03-11
28,47,72,124,201,303,516,426,607,2024-03-18
23,41,66,116,191,291,498,410,586,2024-03-25
29,48,73,126,204,309,527,434,620,2024-04-01
28,47,72,125,203,309,527,434,620,2024-04-08
25,44,69,121,198,301,516,424,608,2024-04-15
24,43,68,119,196,299,514,423,606,2024-04-22
26,45,71,123,202,307,527,433,621,2024-04-29
22,40,65,116,192,295,508,417,600,2024-05-06
17,35,59,109,182,281,488,400,577,2024-05-13
6,22,44,89,156,246,434,354,515,2024-05-20
0,14,34,76,139,223,399,324,475,2024-05-27
0,5,23,62,119,197,360,290,430,2024-06-03
0,0,14,49,102,174,325,261,390,2024-06-10
0,0,3,36,84,149,286,228,346,2024-06-17
0,0,0,27,72,133,262,207,318,2024-06-24
0,0,0,17,59,116,235,184,287,2024-07-01
0,0,0,12,53,107,222,173,271,2024-07-08
0,0,0,9,48,101,212,165,260,2024-07-15
0,0,0,3,40,90,195,150,240,2024-07-22
0,0,0,6,44,96,205,159,252,2024-07-29
0,0,0,0,36,86,189,145,234,2024-08-05
0,0,0,3,40,90,196,151,242,2024-08-12
0,0,0,0,32,80,181,138,225,2024-08-19
0,0,0,0,28,74,171,130,213,2024-08-26
0,0,0,0,26,72,168,127,209,2024-09-02
0,0,0,0,28,74,172,130,214,2024-09-09
0,0,0,0,27,73,170,128,212,2024-09-16
0,0,0,0,28,74,172,130,214,2024-09-23
0,0,0,0,25,71,167,126,209,2024-09-30
