lower_95,lower_90,lower_80,lower_50,pred,upper_50,upper_80,upper_90,upper_95,date
0,0,0,0,30,76,172,131,213,2022-10-10
0,0,0,0,36,86,191,146,237,2022-10-17
0,0,0,2,40,93,204,156,253,2022-10-24
0,0,0,6,46,102,222,170,274,2022-10-31
0,0,0,9,52,111,240,185,297,2022-11-07
0,0,0,16,62,127,269,208,332,2022-11-14
0,0,0,20,69,138,289,224,357,2022-11-21
0,0,0,25,77,151,314,243,387,2022-11-28
0,0,0,32,88,168,346,268,426,2022-12-05
0,0,1,39,100,186,378,294,465,2022-12-12
0,0,0,30,86,168,352,271,435,2022-12-19
0,0,0,10,59,129,289,219,362,2022-12-26
0,0,1,41,105,198,409,316,506,2023-01-02
0,0,9,53,124,226,461,358,569,2023-01-09
0,0,15,62,137,247,501,389,618,2023-01-16
0,0,11,57,131,240,492,381,608,2023-01-23
0,2,25,78,162,287,578,449,713,2023-01-30
0,0,24,77,162,288,583,452,720,2023-02-06
0,4,29,85,175,309,623,484,770,2023-02-13
0,0,21,74,159,286,587,454,728,2023-02-20
0,3,28,83,175,311,635,491,787,2023-02-27
0,2,27,83,174,312,640,494,795,2023-03-06
0,1,26,82,175,314,647,499,805,2023-03-13
0,0,23,78,169,306,636,489,793,2023-03-20
0,0,15,67,153,283,597,457,746,2023-03-27
0,0,7,56,137,261,559,426,701,2023-04-03
0,0,6,55,137,261,562,428,706,2023-04-10
0,0,1,48,126,245,535,405,674,2023-04-17
0,0,0,33,104,213,478,359,606,2023-04-24
0,0,0,30,100,207,470,353,597,2023-05-01
0,0,0,26,93,198,454,339,578,2023-05-08
0,0,0,21,87,188,439,326,560,2023-05-15
0,0,0,16,80,178,421,312,539,2023-05-22
0,0,0,10,71,166,399,294,513,2023-05-29
0,0,0,9,70,164,398,293,512,2023-06-05
0,0,0,6,65,156,385,282,496,2023-06-12
0,0,0,4,62,153,380,277,490,2023-06-19
0,0,0,0,51,136,349,253,454,2023-06-26
0,0,0,0,54,141,362,262,471,2023-07-03
0,0,0,0,46,129,341,245,445,2023-07-10
0,0,0,0,44,128,340,244,444,2023-07-17
0,0,0,0,41,123,332,237,435,2023-07-24
0,0,0,0,35,115,318,226,418,2023-07-31
0,0,0,0,31,108,307,217,406,2023-08-07
0,0,0,0,30,107,305,215,404,2023-08-14
0,0,0,0,29,106,305,214,404,2023-08-21
0,0,0,0,31,110,315,222,418,2023-08-28
0,0,0,0,26,102,300,210,399,2023-09-04
0,0,0,0,26,102,302,211,402,2023-09-11
0,0,0,0,23,99,296,206,396,2023-09-18
0,0,0,0,31,112,324,227,430,2023-09-25
0,0,0,0,38,124,349,246,462,2023-10-02
