lower_95,lower_90,lower_80,lower_50,pred,upper_50,upper_80,upper_90,upper_95,date
0,0,0,0,8,18,33,27,38,2023-10-09
0,0,0,0,9,18,34,28,39,2023-10-16
0,0,0,0,7,16,31,25,37,2023-10-23
0,0,0,0,9,19,34,28,40,2023-10-30
0,0,0,1,10,20,36,30,41,2023-11-06
0,0,0,2,11,21,38,31,43,2023-11-13
0,0,0,1,10,21,37,31,43,2023-11-20
0,0,0,0,10,20,36,30,42,2023-11-27
0,0,0,0,10,20,37,30,42,2023-12-04
0,0,0,0,10,20,37,31,43,2023-12-11
0,0,0,0,10,20,37,31,43,2023-12-18
0,0,0,0,5,15,32,25,37,2023-12-25
0,0,0,0,7,17,34,28,40,2024-01-01
0,0,0,0,9,20,37,30,43,2024-01-08
0,0,0,0,10,20,38,31,44,2024-01-15
0,0,0,0,9,20,37,30,43,2024-01-22
0,0,0,0,10,21,38,31,44,2024-01-29
0,0,0,1,10,21,39,32,45,2024-02-05
0,0,0,0,7,18,35,28,41,2024-02-12
0,0,0,0,7,17,34,28,40,2024-02-19
0,0,0,0,7,18,35,28,41,2024-02-26
0,0,0,0,8,19,37,30,43,2024-03-04
0,0,0,0,9,20,38,31,44,2024-03-11
0,0,0,0,10,22,40,33,46,2024-03-18
0,0,0,0,8,19,37,30,43,2024-03-25
0,0,0,0,9,20,38,31,44,2024-04-01
0,0,0,0,7,18,36,29,42,2024-04-08
0,0,0,0,7,17,35,28,41,2024-04-15
0,0,0,0,8,18,36,29,43,2024-04-22
0,0,0,0,8,19,36,29,43,2024-04-29
0,0,0,0,9,20,38,31,45,2024-05-06
0,0,0,0,9,20,38,31,44,2024-05-13
0,0,0,1,11,22,41,34,47,2024-05-20
0,0,0,0,10,21,39,32,46,2024-05-27
0,0,0,0,10,21,40,33,46,2024-06-03
0,0,0,1,11,23,41,34,48,2024-06-10
0,0,0,0,10,21,39,32,46,2024-06-17
0,0,0,0,10,22,40,33,47,2024-06-24
0,0,0,0,10,21,39,32,46,2024-07-01
0,0,0,0,11,22,41,33,47,2024-07-08
0,0,0,2,12,24,43,35,50,2024-07-15
0,0,0,0,9,20,39,31,45,2024-07-22
0,0,0,2,12,24,43,36,50,2024-07-29
0,0,0,1,12,24,43,36,50,2024-08-05
0,0,0,2,13,25,44,37,51,2024-08-12
0,0,0,1,11,23,42,35,49,2024-08-19
0,0,0,0,9,21,39,32,46,2024-08-26
0,0,0,1,12,24,43,36,50,2024-09-02
0,0,0,0,11,23,42,35,49,2024-09-09
0,0,0,1,12,24,43,36,50,2024-09-16
0,0,0,0,10,21,40,33,47,2024-09-23
0,0,0,0,11,22,42,34,48,2024-09-30
