lower_95,lower_90,lower_80,lower_50,pred,upper_50,upper_80,upper_90,upper_95,date
0,0,0,18,49,88,161,131,191,2023-10-09
0,0,0,18,48,87,162,131,192,2023-10-16
0,0,1,25,59,101,182,149,215,2023-10-23
0,0,9,36,72,119,208,171,244,2023-10-30
0,0,13,40,78,126,220,181,258,2023-11-06
0,0,9,36,73,121,213,175,251,2023-11-13
0,0,11,38,76,125,221,181,260,2023-11-20
0,0,9,36,74,122,217,177,256,2023-11-27
0,0,1,27,62,108,197,160,234,2023-12-04
0,0,0,18,52,95,179,144,214,2023-12-11
0,0,0,7,37,76,153,121,185,2023-12-18
0,0,0,2,31,69,142,112,173,2023-12-25
0,0,0,7,38,77,155,123,188,2024-01-01
0,0,0,10,42,83,164,130,197,2024-01-08
0,0,0,8,40,81,161,128,194,2024-01-15
0,0,0,11,43,85,167,133,201,2024-01-22
0,0,0,14,48,91,177,141,212,2024-01-29
0,0,0,19,54,99,189,152,226,2024-02-05
0,0,0,17,52,97,186,149,223,2024-02-12
0,0,0,16,50,94,182,145,218,2024-02-19
0,0,0,20,56,103,194,156,233,2024-02-26
0,0,0,17,52,98,187,150,225,2024-03-04
0,0,0,22,58,105,199,159,237,2024-03-11
0,0,0,21,57,104,197,158,235,2024-03-18
0,0,0,24,61,110,206,165,245,2024-03-25
0,0,3,30,69,120,221,179,263,2024-04-01
0,0,5,33,72,124,227,184,270,2024-04-08
0,0,8,37,78,131,237,193,282,2024-04-15
0,0,2,29,68,118,219,176,260,2024-04-22
0,0,15,46,90,148,262,214,309,2024-04-29
0,6,22,55,102,162,284,233,334,2024-05-06
0,9,25,59,107,170,294,242,346,2024-05-13
0,10,27,61,109,172,298,245,351,2024-05-20
0,12,29,64,113,177,306,252,359,2024-05-27
0,13,30,65,115,181,310,256,364,2024-06-03
0,11,28,62,112,176,303,250,357,2024-06-10
0,9,26,60,109,172,298,245,351,2024-06-17
0,10,27,61,110,174,301,247,353,2024-06-24
2,15,33,69,120,187,321,265,376,2024-07-01
0,13,30,66,116,182,314,258,368,2024-07-08
0,7,24,57,106,168,294,241,346,2024-07-15
1,14,31,67,118,185,319,263,374,2024-07-22
0,7,24,58,106,169,295,242,348,2024-07-29
0,2,18,51,97,157,278,227,328,2024-08-05
0,2,17,49,95,155,275,225,325,2024-08-12
0,0,12,43,86,144,258,210,306,2024-08-19
0,0,5,34,76,130,238,192,283,2024-08-26
0,0,9,38,81,136,248,201,294,2024-09-02
0,0,5,33,74,128,235,190,280,2024-09-09
0,0,1,29,68,120,224,180,268,2024-09-16
0,0,0,21,58,107,205,164,246,2024-09-23
0,0,0,22,60,109,208,166,249,2024-09-30
