lower_95,lower_90,lower_80,lower_50,pred,upper_50,upper_80,upper_90,upper_95,date
0,0,0,0,32,3,62,34,91,2021-10-11
0,0,0,0,29,1,71,41,103,2021-10-18
0,0,0,0,29,3,76,44,109,2021-10-25
0,0,0,0,27,7,85,51,121,2021-11-01
0,0,0,0,23,14,99,62,139,2021-11-08
0,0,0,0,22,15,104,65,145,2021-11-15
0,0,0,0,13,30,132,87,180,2021-11-22
0,0,0,0,1,52,175,120,233,2021-11-29
0,0,0,0,10,67,205,143,271,2021-12-06
0,0,0,0,22,86,243,172,318,2021-12-13
0,0,0,0,20,84,243,172,320,2021-12-20
0,0,0,0,26,95,266,189,349,2021-12-27
0,0,0,5,63,154,382,279,493,2022-01-03
0,0,0,14,79,181,437,322,563,2022-01-10
0,0,0,22,93,204,486,358,625,2022-01-17
0,0,0,26,99,216,513,378,660,2022-01-24
0,0,0,23,95,211,509,374,657,2022-01-31
0,0,0,26,101,223,536,393,693,2022-02-07
0,0,0,38,122,258,611,450,788,2022-02-14
0,0,0,39,126,265,631,464,815,2022-02-21
0,0,0,53,150,306,717,529,926,2022-02-28
0,0,8,68,174,348,807,596,1041,2022-03-07
0,0,13,77,190,377,873,645,1126,2022-03-14
0,0,14,79,195,386,897,662,1160,2022-03-21
0,0,13,78,194,387,906,667,1174,2022-03-28
0,0,21,91,218,429,1000,737,1295,2022-04-04
0,0,20,90,217,429,1007,740,1306,2022-04-11
0,0,19,89,217,431,1017,745,1321,2022-04-18
0,0,17,87,215,430,1021,747,1330,2022-04-25
0,0,16,86,214,430,1027,750,1339,2022-05-02
0,0,14,84,212,429,1030,750,1346,2022-05-09
0,0,2,65,180,377,925,670,1214,2022-05-16
0,0,0,53,161,345,861,621,1134,2022-05-23
0,0,0,55,166,355,888,639,1171,2022-05-30
0,0,0,49,155,339,857,615,1132,2022-06-06
0,0,0,30,124,287,748,532,994,2022-06-13
0,0,0,24,115,272,719,509,958,2022-06-20
0,0,0,18,104,254,683,482,913,2022-06-27
0,0,0,9,90,231,635,445,852,2022-07-04
0,0,0,0,70,198,565,392,763,2022-07-11
0,0,0,0,55,171,508,349,690,2022-07-18
0,0,0,0,47,159,484,331,660,2022-07-25
0,0,0,0,44,154,475,324,650,2022-08-01
0,0,0,0,34,136,438,295,602,2022-08-08
0,0,0,0,27,125,414,277,572,2022-08-15
0,0,0,0,19,111,384,255,534,2022-08-22
0,0,0,0,11,98,356,234,498,2022-08-29
0,0,0,0,3,85,328,213,462,2022-09-05
0,0,0,0,15,107,381,251,533,2022-09-12
0,0,0,0,9,97,359,235,504,2022-09-19
0,0,0,0,1,83,327,211,463,2022-09-26
0,0,0,0,7,93,354,230,498,2022-10-03
