lower_95,lower_90,lower_80,lower_50,pred,upper_50,upper_80,upper_90,upper_95,date
0,0,0,13,61,131,287,219,358,2023-10-09
0,0,0,15,66,140,307,234,383,2023-10-16
0,0,0,19,73,151,331,252,413,2023-10-23
0,0,0,15,69,148,329,249,413,2023-10-30
0,0,0,22,80,165,364,277,457,2023-11-06
0,0,0,18,75,160,360,271,453,2023-11-13
0,0,0,17,75,162,367,276,464,2023-11-20
0,0,0,18,77,166,378,284,478,2023-11-27
0,0,0,20,82,174,398,298,504,2023-12-04
0,0,0,24,89,187,425,319,538,2023-12-11
0,0,0,10,67,156,371,275,474,2023-12-18
0,0,0,0,41,117,303,220,392,2023-12-25
0,0,0,23,90,194,448,334,571,2024-01-01
0,0,0,31,104,216,493,368,628,2024-01-08
0,0,0,37,113,232,527,394,671,2024-01-15
0,0,0,47,129,258,581,436,739,2024-01-22
0,0,13,69,165,316,695,524,882,2024-01-29
0,0,23,85,191,359,782,590,990,2024-02-05
0,3,32,100,215,399,864,653,1094,2024-02-12
0,6,36,107,228,420,910,688,1153,2024-02-19
0,17,51,129,264,480,1032,782,1307,2024-02-26
9,35,74,166,324,578,1229,933,1553,2024-03-04
14,42,84,181,349,620,1318,1000,1668,2024-03-11
20,49,93,195,374,662,1408,1068,1782,2024-03-18
17,47,90,191,370,657,1403,1063,1778,2024-03-25
31,63,112,226,426,750,1596,1210,2022,2024-04-01
31,65,114,230,434,765,1632,1235,2069,2024-04-08
40,76,129,254,474,833,1774,1343,2250,2024-04-15
33,67,118,238,450,795,1704,1288,2165,2024-04-22
41,77,130,258,484,852,1826,1380,2321,2024-04-29
43,79,134,264,495,874,1876,1416,2386,2024-05-06
40,77,131,260,490,866,1867,1408,2378,2024-05-13
26,59,107,224,432,774,1684,1265,2149,2024-05-20
19,50,96,207,405,731,1602,1202,2048,2024-05-27
13,42,86,192,382,694,1530,1145,1959,2024-06-03
4,32,73,171,348,640,1423,1062,1825,2024-06-10
0,14,50,136,290,546,1233,916,1587,2024-06-17
0,7,41,122,268,511,1165,863,1503,2024-06-24
0,2,35,113,254,489,1125,831,1453,2024-07-01
0,0,31,107,245,475,1101,812,1425,2024-07-08
0,0,21,93,222,439,1028,755,1334,2024-07-15
0,0,9,73,189,385,919,671,1196,2024-07-22
0,0,8,73,190,386,925,675,1206,2024-07-29
0,0,8,72,190,387,930,678,1213,2024-08-05
0,0,0,58,167,350,854,620,1118,2024-08-12
0,0,0,54,160,339,834,604,1093,2024-08-19
0,0,0,47,149,321,797,576,1047,2024-08-26
0,0,0,44,144,314,784,565,1032,2024-09-02
0,0,0,39,136,302,760,547,1002,2024-09-09
0,0,0,32,125,283,724,519,956,2024-09-16
0,0,0,36,132,296,753,540,994,2024-09-23
0,0,0,37,134,299,760,545,1004,2024-09-30
