date,lower_95,lower_90,lower_80,lower_50,pred,upper_50,upper_80,upper_90,upper_95
2025-10-05,1,12,36,87,168,284,430,543,661
2025-10-12,1,13,37,91,175,297,452,572,698
2025-10-19,1,10,34,88,173,297,455,578,708
2025-10-26,1,7,32,85,171,296,457,583,715
2025-11-02,1,11,36,93,184,317,490,626,769
2025-11-09,1,11,37,95,188,325,505,647,796
2025-11-16,1,18,46,109,210,362,559,716,883
2025-11-23,2,23,53,119,227,389,602,771,951
2025-11-30,4,26,57,127,240,411,636,816,1007
2025-12-07,2,23,54,123,236,406,632,814,1007
2025-12-14,1,12,40,104,208,367,578,748,929
2025-12-21,1,10,37,100,204,363,574,745,927
2026-01-04,41,71,115,214,379,631,970,1243,1535
2026-01-11,60,96,146,261,452,745,1140,1460,1803
2026-01-18,82,123,181,313,535,875,1334,1707,2108
2026-01-25,110,157,224,378,637,1036,1576,2015,2489
2026-02-01,142,196,275,455,757,1224,1859,2377,2935
2026-02-08,171,233,321,524,868,1400,2125,2716,3356
2026-02-15,207,277,378,611,1004,1616,2451,3135,3874
2026-02-22,240,319,432,692,1134,1823,2765,3538,4375
2026-03-01,260,343,464,742,1214,1953,2966,3797,4699
2026-03-08,288,378,508,810,1325,2130,3238,4148,5137
2026-03-15,317,415,556,884,1443,2320,3528,4524,5606
2026-03-22,320,419,562,894,1462,2355,3588,4605,5712
2026-03-29,312,410,551,880,1443,2330,3557,4571,5675
2026-04-05,338,443,594,946,1550,2502,3823,4915,6105
2026-04-12,338,442,594,947,1555,2515,3849,4953,6157
2026-04-19,316,416,561,900,1482,2405,3688,4751,5912
2026-04-26,314,414,558,897,1480,2406,3694,4763,5932
2026-05-03,307,406,549,884,1462,2380,3661,4725,5888
2026-05-10,301,398,539,870,1443,2354,3625,4682,5840
2026-05-17,254,340,465,759,1267,2077,3209,4152,5184
2026-05-24,212,289,400,660,1112,1832,2841,3681,4601
2026-05-31,184,253,354,592,1005,1664,2588,3358,4202
2026-06-07,150,212,301,512,878,1462,2283,2967,3718
2026-06-14,110,161,237,414,722,1215,1908,2486,3121
2026-06-21,65,106,165,305,548,938,1487,1945,2448
2026-06-28,56,94,151,284,515,887,1411,1849,2330
2026-07-05,53,91,146,277,506,874,1392,1827,2305
2026-07-12,50,87,141,270,496,859,1371,1801,2274
2026-07-19,34,67,116,232,434,761,1223,1610,2037
2026-07-26,20,50,94,198,381,676,1093,1444,1831
2026-08-02,14,43,85,185,361,644,1046,1383,1756
2026-08-09,5,31,70,162,324,586,957,1269,1614
2026-08-16,1,18,53,136,282,519,855,1139,1451
2026-08-23,1,12,45,124,263,489,810,1080,1379
2026-08-30,1,5,37,112,243,457,761,1018,1301
2026-09-06,1,1,30,100,226,429,718,963,1233
2026-09-13,1,1,26,95,217,416,698,937,1202
2026-09-20,1,1,20,87,204,395,667,896,1151
2026-09-27,1,1,19,85,202,392,663,892,1146
2026-10-04,1,1,17,82,197,384,651,877,1127
