"","Data","prev_med","LB_95","UB_95","LB_90","UB_90","LB_80","UB_80","LB_50","UB_50"
"16",202241,447.587027421387,102.386840030268,1381.57633448572,137.508956469225,949.783851575285,185.631706136687,1162.48524290512,288.771260589994,671.280140782888
"17",202242,445.342165620677,97.4619572902505,1406.10315872997,132.495428005245,959.607108973129,180.668254379739,1179.15667054382,284.452076246244,673.563458175641
"18",202243,415.412005880969,83.0748488150266,1351.04331657621,116.222332511118,914.106772105664,161.954207498937,1128.59434879413,260.95870236736,635.955482064769
"19",202244,402.52252165902,75.3134209040675,1340.44240008713,107.65547978529,900.447543883994,152.415917574407,1116.09545308242,249.759304354436,622.00762533149
"20",202245,420.271927313831,78.46715570117,1416.70976817766,111.965549550132,947.280801020274,158.462561413468,1177.01354736813,260.015372379593,651.86477888907
"21",202246,424.082840176295,76.946107880011,1452.23998231995,110.69547782085,965.947335527114,157.670162692822,1203.60094202303,260.678786584068,661.516433967575
"22",202247,422.113777827146,73.6723091694813,1469.63881174005,107.293599089316,972.346556655579,154.211472312761,1215.05651016016,257.484588934874,662.558178547374
"23",202248,416.039594016807,69.2598120164759,1473.30236528391,102.483209998011,969.641081974733,148.959082705952,1215.15527927302,251.623456917235,657.335318092025
"24",202249,404.229108896075,63.2142716438877,1457.74977088318,95.6663901224141,954.2328570217,141.167776705803,1199.39022281275,242.016603565951,643.376174160222
"25",202250,401.918653446318,60.454721660069,1470.05248627756,92.7438621413782,957.986356406954,138.114918166736,1207.03168380314,238.992809792828,643.149492850085
"26",202251,354.150840239426,43.4880288921032,1337.42294937559,72.6888319082797,864.681453661325,113.804240671747,1094.36204073535,205.492776372474,575.148486780262
"27",202252,309.714079812556,28.0206834886745,1211.23832979301,54.3487286160614,776.625100681481,91.4907833076558,987.573760417625,174.551779263288,511.417007192916
"28",202301,418.051607323923,60.1861506773124,1575.40993223275,93.4545585683528,1016.03898823443,140.47320091879,1287.28944842142,245.900759380867,675.879961441175
"29",202302,454.019956307537,69.6183176132295,1709.58116025474,105.172343600932,1101.28588653571,155.507964779439,1396.00139375515,268.657048262602,732.584412622884
"30",202303,490.133214134136,78.9701946002995,1845.89502012925,116.81465472028,1187.54608874239,170.481354779655,1506.24387163121,291.408721981793,789.753321441022
"31",202304,497.034474474548,79.4447100775102,1886.40664055871,117.703546300474,1210.27307262666,172.042653671067,1537.3190504629,294.764357678976,802.944140668764
"32",202305,583.400079779926,103.662490427923,2193.1845135641,147.422954268004,1408.18150333552,209.668079080871,1787.60040645754,350.548863296924,936.592714107948
"33",202306,621.537470757662,113.30043241665,2340.76543028482,159.468052644864,1500.76684356996,225.229326056198,1906.47561963991,374.37326065206,997.482436070997
"34",202307,679.490758066045,128.676453136419,2557.05468830192,178.514463290308,1638.01108193942,249.598370358121,2081.595292152,411.127140394949,1088.75675715611
"35",202308,770.602929171052,153.558755067618,2889.24586563414,209.180199445993,1850.39542972016,288.613226185608,2351.4812450453,469.447105261507,1231.02697911361
"36",202309,868.415459428709,180.110178409563,3248.07006080754,241.93446387272,2079.31582790243,330.331616029775,2642.71417814617,531.925045620901,1384.08186787256
"37",202310,981.351950941681,210.738154700641,3663.04623077871,279.721432611169,2343.89353605163,378.466849949013,2979.42070523776,604.034107294883,1560.88834289333
"38",202311,1113.28925861248,246.493770068211,4148.47703545903,323.837592862247,2653.2311369551,434.67026625757,3373.19551133554,688.24831143106,1767.52169806984
"39",202312,1064.23976308736,230.5311765591,4000.83623597711,304.695361644608,2552.13328027023,411.080734907711,3249.31989446429,654.848456890896,1695.6640350523
"40",202313,1049.00967917308,224.384892455562,3969.92826589262,297.52787766754,2527.04494421172,402.550687510061,3221.08341829942,643.538959922921,1675.59390158962
"41",202314,1284.85874619357,288.893304135817,4831.51650211759,376.989847801271,3077.32027078471,503.601017040425,3920.70139595055,794.51968523856,2043.98160102798
"42",202315,1414.47943925835,323.14683686328,5320.4540176614,419.425219197499,3386.22662108026,557.917060832252,4315.74241520255,876.543628769255,2248.74091066159
"43",202316,1496.80636696937,344.008544572868,5642.66104731565,445.455166414129,3587.31449201798,591.503417762038,4574.61072989091,927.925764671631,2380.52015157772
"44",202317,1514.85799389699,346.979609430617,5734.19530876344,449.508849984383,3640.16395634098,597.233161672468,4645.63119507017,937.911892049355,2412.51224735849
"45",202318,1540.3701651032,352.071520542231,5852.18711263481,456.157351683168,3710.0679292264,606.23787516225,4738.22477652619,952.733049674584,2456.02717079364
"46",202319,1497.47967135827,338.434915636264,5720.57041852954,439.739664505965,3620.4905665171,585.915272402344,4628.09665144543,923.749837534995,2392.73915056001
"47",202320,1505.26380960619,338.842403397807,5771.97563061261,440.582929415024,3648.24384363085,587.487795867418,4666.83919934335,927.347266724516,2408.27736822352
"48",202321,1346.52155559116,293.969755803184,5211.13005495577,385.598966344145,3285.85485250522,517.990050353658,4208.95606418356,824.563669567992,2163.14820672932
"49",202322,1315.02966969664,284.024170026497,5114.01808116301,373.611041047771,3219.85540102842,503.131379005693,4127.74976210871,803.32865567426,2116.5896692685
"50",202323,1211.54591839695,254.737286465203,4749.08906307609,337.730071756241,2983.88440161843,457.787670368243,3829.71104124098,736.292066983843,1956.88032204775
"51",202324,1061.41335985227,213.120890770365,4207.86010197117,286.577316641092,2636.62685526802,392.899128665176,3389.29162260097,639.741794445172,1723.44840128308
"52",202325,974.758879413718,188.872499800153,3898.67294283032,256.816034922321,2437.5201169951,355.210834051039,3137.26104161798,583.827653528103,1589.17803034001
"53",202326,870.561689053526,158.93858980637,3537.88955892143,220.223262187589,2202.65056704483,309.089423180419,2841.66634186185,515.956619655591,1429.31223108722
"54",202327,837.556432536965,148.245462943941,3440.89880945755,207.373428061987,2135.39024439695,293.225328953056,2759.75293874191,493.461148238177,1381.16193756067
"55",202328,778.153033229708,130.85183934795,3240.4661273165,186.167346890845,2003.61713684997,266.584173641638,2594.7615028373,454.486680987427,1290.75071811873
"56",202329,708.548535791911,111.109639582452,2996.73559210408,161.981653607426,1845.53384567435,236.026400252442,2395.40655129567,409.340219796341,1183.52466450155
"57",202330,597.152065488183,80.8502856925322,2587.42181165661,124.664179510659,1584.60374880358,188.507610623338,2063.32217923232,338.18981579679,1009.15631740705
"58",202331,554.751707131475,68.8110052484372,2439.52517705033,109.915382476638,1488.51423235473,169.874697538025,1942.25051510597,310.670400595927,943.90235422249
"59",202332,552.528722229458,67.2596907254131,2445.70441621482,108.181412323664,1489.16865373558,167.93489308609,1945.30139642063,308.455633388801,942.447939331283
"60",202333,483.325719168032,48.6956607165292,2188.35793192099,85.2403248652772,1325.78385279392,138.653912355736,1736.90508473452,264.442416442424,833.669845471072
"61",202334,419.151308934482,31.6430480516809,1947.34002712075,64.1353953217744,1173.29613363532,111.669598649373,1542.04729296821,223.762109978049,732.457144496183
"62",202335,341.661984315211,11.4360813982483,1650.46812434232,39.0524775869099,986.783840483437,79.488598489354,1302.81792726297,174.964071220959,609.421080081755
"63",202336,335.02987958286,9.24357158665002,1632.3764994242,36.4205587900272,973.788018388214,76.2461425244335,1287.26155213281,170.393621594822,599.909247169542
"64",202337,306.763555741519,1.68653904560156,1527.12382417976,27.0754838409028,906.978158968648,64.3100089171201,1202.03391935642,152.433204875389,555.447013641331
"65",202338,278.075373026436,0,1418.84647506355,17.6900508121031,838.57845218974,52.2951942435838,1114.55455837375,134.284634658715,510.116783361837
"66",202339,245.381255711768,0,1293.14907919652,7.14706611765149,759.694088144795,38.7565803255197,1013.31290831664,113.725999529481,458.136174633181
"67",202340,243.731174527608,0,1291.84891191553,6.2907050349166,757.746378153254,37.7459857032688,1011.58468939797,112.422891615707,456.207099166483
