epiweek,uf_code,cases,temp_min,temp_med,temp_max,precip_min,precip_med,precip_max,pressure_min,pressure_med,pressure_max,rel_humid_min,rel_humid_med,rel_humid_max,thermal_range,rainy_days
201401,53,0,18.8228818204681,22.3460519393266,26.7264820918056,4.88722736777721,23.6047858904437,61.4736631424196,0.885279708646341,0.88739676254308,0.888994927270188,54.8699207085277,74.0842692848785,89.9686773402972,8.25568597059658,7
201402,53,0,18.9585425735311,22.1337611819823,26.7901049018387,5.26884596918353,25.1872590054381,58.642359855789,0.885403165186741,0.887495337150678,0.889064459463682,55.202294711563,73.1622329056083,88.9584695128312,8.30318057793569,7
201403,53,0,19.0851831154316,22.2024522033245,26.9571761852714,5.4797582442073,25.611105303021,56.3481038560666,0.885529810896638,0.887607152941037,0.88916231290466,55.6837067849468,73.1352866601417,88.7909178650904,8.29996751520991,5
201404,53,0,19.19553319019,22.4617640718209,27.1744080626123,5.54424272131358,25.1005616019171,54.5657738536172,0.885659400090884,0.887729085344996,0.889282606036822,56.2938156008236,73.7963123610141,89.2703848528849,8.25066376428986,7
201405,53,0,19.2823225418268,22.821335855939,27.3885126543698,5.48657792896743,23.8798647208512,53.2702485588056,0.885791687084333,0.887858009793398,0.889419457303865,57.0122798313381,74.9381918207611,90.2012329320246,8.15988630704619,6
201406,53,-0,19.3382809143624,23.1908066241465,27.5462020810525,5.33104239563388,22.173251478548,52.4364066819967,0.885926426191838,0.887990801717085,0.889566985149488,57.818758148635,76.3538068519179,91.3878245583197,8.03225212534953,7
201407,53,-0,19.3505924989768,23.3950902171208,27.5126552710286,5.10561015542337,20.234676062877,52.2959271029384,0.886060619204225,0.888120388261667,0.889714288803744,58.8034299049942,77.8237593758203,92.6024094568029,7.84567106022837,7
201408,53,-0,19.3111886009235,23.397968021604,27.2840003422184,4.84189126281123,18.2646039338474,52.7784939135268,0.886199680740862,0.888249529137095,0.889862135705098,59.8469091995134,79.1376701706698,93.6687374271225,7.62448574291851,7
201409,53,-0,19.2224176919235,23.1517966959792,26.8646437636114,4.55875841688868,16.6826474727016,53.5316781254422,0.886339486360231,0.888372988095075,0.890002899158817,60.9544805388081,80.0729377082507,94.3575885217135,7.38918490998913,7
201410,53,-0,19.0894269568637,22.7056112118202,26.3582594734677,4.25265195022035,15.7216761154335,53.8712228666965,0.886475324060896,0.888484672417219,0.890129559805291,61.8928531841535,80.3968721153288,94.5197307644166,7.20608607097175,7
201411,53,-0,18.9181376191125,22.184643941519,25.9160676995404,3.91865039496098,15.3424417291613,52.8985547501661,0.886620109766973,0.888596141885904,0.89025385662007,62.2848658204861,79.8991268670799,94.0101569591759,7.15348548780578,7
201412,53,0,18.7220084854002,21.7447946128072,25.6826517989966,3.55985667349523,15.2611714867466,50.0310664640522,0.886778191688214,0.888713647364374,0.890382291632705,61.7926023845834,78.5545655699595,92.8493663962866,7.27969909679816,7
201413,53,0,18.5151277562288,21.5240460385111,25.7574867807081,3.17401215675045,14.9238994042181,44.7164498810816,0.886956487701101,0.888846737766799,0.890524431612693,60.0846897677645,76.4038832147191,91.1230078517053,7.60792140732085,7
201414,53,0,18.3019528624536,21.5714088219724,26.133017591259,2.77109680735063,13.8176077382729,37.1007476765758,0.887160033780467,0.88900172504931,0.890686399308735,57.099378541967,73.6422229451235,89.0128690225909,8.10902522524872,5
201415,53,0,18.0858517937611,21.8442297348124,26.709135694307,2.35757169930734,11.6250355566696,27.7638215218975,0.887393907487296,0.88918504925948,0.890874066096856,53.0628186085577,70.5356181595645,86.7403691138678,8.71172248609435,3
201416,53,0,17.8661902376077,22.2255760410659,27.327186080634,1.93495505951517,8.38791654458398,17.5795811223235,0.887660382287044,0.88940012249895,0.891090788575203,48.4246152607448,67.3371845023245,84.5083713245163,9.32776918133269,4
201417,53,0,17.6412912146988,22.5593044690026,27.8097603749608,1.51338054629701,4.59117968510133,7.70703013024117,0.887960144173741,0.889649224161374,0.891339343734141,43.8546056912211,64.3192862458599,82.5083944836964,9.8613841218753,4
201418,53,-0,17.4072061258248,22.7040337177286,28.0195608597622,1.10610223466214,0.999514580046999,0,0.888290443802349,0.889930699286557,0.891618318257263,40.0473818349076,61.7186274203891,80.8782651253271,10.2405545334531,2
201419,53,-0,17.1595070336117,22.584682685103,27.9070881182574,0.724278345986043,0,0,0.888647161577309,0.890241183804709,0.89192479666368,37.4736644124445,59.6651172084972,79.6607978658079,10.4411102265304,5
201420,53,-0,16.8951396290519,22.2186145136711,27.5266412537993,0.369632001128704,0,0,0.889022093424741,0.890573863066934,0.892253135746426,36.2176815729827,58.1665045819489,78.8121411637747,10.4940679960125,4
201421,53,0,16.618219579059,21.7028983934228,27.0052771913783,0.0478895078097001,0,0,0.889405979552826,0.890920638600196,0.892596643309855,36.0243641408944,57.1652987038861,78.2293152532062,10.4599201993091,4
201422,53,0,16.3343804099515,21.1711023361542,26.4959275937799,0,0,0,0.88978589202726,0.891270247546307,0.892945493993269,36.3662232716664,56.5397438587816,77.7679292085235,10.411876435624,4
201423,53,0,16.0490346296878,20.7415131142468,26.121887748207,0,0,0,0.89014729683738,0.891609109260053,0.893287229581352,36.6226908668658,56.1076257056788,77.2498071484223,10.4098220203894,3
201424,53,0,15.7687827697411,20.4812514250225,25.9462466120539,0,0,0,0.890474434669828,0.891922157247804,0.893607148840151,36.2855518136506,55.6562188830229,76.494289347919,10.4875647429342,0
201425,53,0,15.502548063539,20.3907803634991,25.9568550130253,0,0,0,0.890753247707641,0.892195988208067,0.893892478825861,35.1357739013215,54.9793271476616,75.3482820153413,10.6409245383705,1
201426,53,0,15.261964396944,20.4175863649305,26.0873737378405,0,0,0.773309279628142,0.890970771881887,0.892417635797773,0.894130482417889,33.2697769567494,53.8829099707628,73.687618382096,10.8397363661369,0
201427,53,-0,15.0628936439452,20.4846889804164,26.2502629989229,0,0,2.87879568256687,0.891116762658904,0.892576230734118,0.894310064395863,31.0605840842618,52.2580905333744,71.4763912607167,11.0411591314599,1
201428,53,-0,14.9247091236989,20.5296868785956,26.3816861127199,0,0,4.3154430294996,0.891185155967241,0.892665344680357,0.894424257812586,28.9567076405812,50.0746560153826,68.7493125561224,11.2138234630399,3
201429,53,-0,14.8700740840623,20.5380862500352,26.4737066252249,0,0,5.09330279930581,0.891170371960215,0.892678446678378,0.894465577065231,27.2838093743331,47.3985993680336,65.6293973251817,11.3529713476548,0
201430,53,-0,14.9227622188821,20.5553259448521,26.5807501599471,0,0,5.26871187057095,0.891067144888373,0.892609403737299,0.894426907017095,26.1141899898896,44.391765691215,62.3161778134096,11.4822377861327,1
201431,53,0,15.1035280433388,20.6679616749558,26.7918003268672,0,0,4.93896469921966,0.890875967064059,0.892457566996749,0.894306675249604,25.2751574674989,41.3167662183317,59.0806176959018,11.6351521441966,0
201432,53,0,15.4211180122879,20.9656779557568,27.1912541259337,0,1.99000448361415,4.26820218381712,0.890600933798088,0.892225663680848,0.894106289830684,24.4565409129608,38.5045766285023,56.2446775201854,11.8399876245028,0
201433,53,0,15.8696285143746,21.5028087107473,27.8187688251068,0,4.29694331220691,3.52642047333395,0.890247175248159,0.891917415740484,0.893828147836293,23.3994049464323,36.305469852474,54.1344339530184,12.099901636354,0
201434,53,1,16.4284505945526,22.2676097727368,28.6384861200846,0.168688488307724,5.55577864196798,3.11176625229242,0.889824063164882,0.89154055037847,0.89347865659387,22.0982811450056,35.053285678172,53.041946838167,12.375476658824,0
201435,53,1,17.0589090013089,23.1692302021472,29.5308707235194,0.503699513680866,5.72325433672618,3.52394616202185,0.889344163929422,0.891106231887492,0.893067863625266,20.8949888461077,35.0258882547384,53.19631088842,12.5873186153479,0
201436,53,1,17.7121998559877,24.0611082491548,30.3243679202675,0.870032821457134,5.28950483136082,5.2586467928566,0.88882266018823,0.89062831473024,0.892608459064592,20.4094387632152,36.3909297314552,54.7160698697324,12.6371599818413,0
201437,53,1,18.3339316554765,24.773095098061,30.8369189321003,1.26269075991961,5.07773240363758,8.71637272576942,0.88827676534064,0.890122774588753,0.892115268800013,21.3632587375565,39.2056599789578,57.6097164287865,12.4357510638015,0
201438,53,1,18.8739895022208,25.1630343614186,30.9352823944901,1.67479558487292,5.88738099471157,14.0890991499384,0.887721797795334,0.889604314996709,0.891602405645958,24.3056256045299,43.3952813749306,61.7620756459908,11.9365861742238,0
201439,53,1,19.2926349168484,25.1579273013489,30.5755075495455,2.10183892935845,8.14446945132888,21.2797217224913,0.88717204876365,0.889086334932996,0.891082533079556,29.3751608912793,48.7532712115015,66.9386885751191,11.1576500442082,4
201440,53,1,19.5662263137335,24.7782068359301,29.8223267910381,2.53809045299048,11.7018783215857,29.8793484643028,0.886640203597933,0.888581536672619,0.890568233261157,36.1769870656889,54.9443243799275,72.797468282638,10.1873773061572,6
201441,53,1,19.6907275775745,24.1298990971617,28.8282934271412,2.97676210515854,15.8827509326832,39.212258514935,0.886139276064658,0.888102985310106,0.89007288956977,43.8654355479849,61.5464140174714,78.9285245884595,9.16049524200695,7
201442,53,2,19.6791228715765,23.3710466757513,27.7888404304302,3.41127963237352,19.7576983536566,48.4790148982103,0.885680002285436,0.887661762239566,0.889608176358237,51.3705912394262,68.0910362359146,84.8958131048934,8.22448624282314,7
201443,53,2,19.5592892779592,22.6663152646893,26.8863271190339,3.83434234456414,22.5191030710798,56.9035665958958,0.885269778157691,0.887265922274116,0.889183054686087,57.7033538251559,74.1101503031818,90.2775226218779,7.49818173670559,7
201444,53,2,19.370486079089,22.1424315186278,26.2391376814925,4.23947643784706,23.8053556598317,63.8604278116577,0.884915571246031,0.886923136244602,0.888806580336599,62.2391455141163,79.1992711680663,94.7216930875459,7.03669969559334,7
201445,53,2,19.1535692602855,21.8543642746958,25.8741399686123,4.6209513763472,23.8369261128791,69.0064646399402,0.884621652540282,0.886638475039748,0.888485331432137,64.8573051724438,83.0637962633554,97.9849381411057,6.8234782336704,7
201446,53,1,18.9448919050314,21.7805329908771,25.7343313250129,4.97086793887074,23.2821943927131,72.2315540045583,0.884391723529921,0.886416610752781,0.888225668012645,65.8795629406658,85.5285327234842,99.9414393487036,6.78560822351484,7
201447,53,1,18.7717734140603,21.8390452551808,25.7097665551981,5.28370549035915,22.9665126240274,73.6857554540282,0.884227073271203,0.88625950919881,0.888031217773352,65.9117276447059,86.5854918921485,100.614061310281,6.82297573453138,7
201448,53,1,18.6507616907227,21.9289189937024,25.6906058989854,5.55413819475396,23.5036432464004,73.7030707839296,0.884125656442524,0.886165671037012,0.887901896818298,65.5739060803588,86.3815414145892,100.162845486809,6.84796530437837,7
201449,53,2,18.5864821853675,21.9669393627001,25.606467070459,5.78337830647841,25.0552863203442,72.6580452557344,0.884082810847612,0.8861304380301,0.887834466953984,65.2786942679434,85.1767580438755,98.8448638999393,6.81510327860637,7
201450,53,3,18.5738876275874,21.9222344499329,25.4566858231335,5.96654938922491,27.2435023568679,70.8760913866846,0.884092519934026,0.88614847155877,0.887825196737227,65.1202236615582,83.3109867532439,96.9867341631585,6.73512167520988,7
201451,53,4,18.6008859891127,21.8218510148633,25.3045184560251,6.09751340496513,29.3202289952708,68.6222263006061,0.884148295037415,0.886213456059831,0.887869030837859,64.8972958799708,81.1513688660706,94.93736398726,6.66471088295154,7
201452,53,6,18.6505616414973,21.7289897356098,25.2402827190365,6.17255747524454,30.5059108894179,66.138918183882,0.884244173997364,0.886319327049647,0.88796063637692,64.2934951433886,79.0554772604499,93.0252668696325,6.67436652557183,7
201501,53,8,18.7080940437419,21.7130935497388,25.3387682988177,6.1890303666793,30.3180608043185,63.6707489700639,0.88437218297867,0.886458033784178,0.888091942139767,63.0879204517102,77.3337093746095,91.5270234050443,6.81190523931618,7
201502,53,9,18.760530589319,21.8137383485986,25.6185077872752,6.14806499496123,28.7782877827889,61.4838814716413,0.884525091598073,0.886621702486993,0.888254488640946,61.3280169842659,76.2206989266793,90.6410070396687,7.07672929249309,7
201503,53,10,18.7990658155695,22.0184787645479,26.0222996062661,6.05277697584125,26.4062950811721,59.9112087150564,0.884694966152179,0.886801317597293,0.888438313913269,59.3787447697312,75.8530371037273,90.4610268229648,7.40923605897111,7
201504,53,11,18.8197743452194,22.2667052875306,26.4355778937488,5.903328784924,23.9775619791284,59.1714141846426,0.88487579865798,0.886989556824954,0.888634669440211,57.7976526271889,76.2381606414893,90.9618672296161,7.71123875590746,7
201505,53,11,18.8228426669508,22.4705304340611,26.7236511795424,5.70344977392912,22.2233717373515,59.3677445570204,0.885062699506188,0.887180146164801,0.888835658561247,57.1479969802024,77.273810723419,92.0199522469278,7.87895060688105,6
201506,53,10,18.8111781840536,22.5498196405159,26.7816867967434,5.45966908544161,21.5364328254068,60.396605001471,0.885252698176207,0.887368882506937,0.889035330469414,57.7704044624136,78.7624422606171,93.4316610163469,7.84241406743105,7
201507,53,9,18.787934194672,22.4635389970929,26.5753217786053,5.17889700038576,21.8271787128376,61.8271614600198,0.885443019333583,0.887551770107643,0.889228441542464,59.613729113378,80.4175307144754,94.9284976213428,7.59788354055455,7
201508,53,8,18.754366234388,22.2302062256812,26.160964197547,4.86001576436542,22.5396561726202,62.9831615981947,0.885634296521076,0.887728850671614,0.889414014511107,62.2015904454558,81.919211072994,96.2297180495863,7.21701559937627,7
201509,53,7,18.7079286787867,21.919136040086,25.6682493276741,4.5038473284016,22.8986760519813,63.1154991116612,0.885828629702929,0.887902071105966,0.88959326793481,64.7452649674531,82.9650631577855,97.0894832591895,6.82880161134526,7
201510,53,6,18.6431615064691,21.6223905915203,25.2535725797352,4.11655002751166,22.2348228470217,61.5849150040392,0.886029981238565,0.88807527300943,0.889769200927605,66.402484066093,83.3230766673096,97.3255972416374,6.57434211088795,7
201511,53,5,18.5531676111803,21.4236034460857,25.0505284362645,3.70421512707463,20.2305470230924,57.9811720127503,0.886240272008362,0.888250955103364,0.889943690386001,66.5145938801146,82.8533534027422,96.8469046325792,6.56343692073416,7
201512,53,5,18.4292059705404,21.3662421105775,25.1214559699484,3.27546775549265,17.0438886271038,52.2432220541715,0.886462235887043,0.888431991354372,0.890119078065233,64.8237299745949,81.5276395389587,95.6605884928223,6.8361787165705,7
201513,53,5,18.2647972115021,21.4405772936728,25.4379710131246,2.83922613872617,13.2385444051504,44.6901374314105,0.886697320684474,0.88862031477652,0.89029722919504,61.5435846294194,79.4283689631333,93.8657353763423,7.34796535303825,7
201514,53,6,18.0590698567829,21.5903834203595,25.8932672124772,2.40249115628025,9.54852744442354,35.8870585688483,0.886946285371485,0.888817596318678,0.890480137216396,57.2808747914364,76.7321020466653,91.6395297840468,7.98450119112368,7
201515,53,6,17.8140426555129,21.7314700553212,26.3368553962996,1.97337616512274,6.61129471421794,26.5613212822535,0.887208420442922,0.889024440230454,0.890669229051717,52.8279606200328,73.6751166979373,89.2036883711995,8.60104016896301,7
201516,53,6,17.5364601721307,21.7844814151284,26.6270818800557,1.56009654303558,4.73642436848463,17.4328859309598,0.887483006374966,0.889241787892943,0.890866538760058,48.9180477063162,70.5237773038344,86.7961114217967,9.07072144671915,6
201517,53,6,17.23475605294,21.7027490710734,26.6789019985993,1.16790609692119,3.81309478147618,9.06210239708172,0.887768853304525,0.88947019816415,0.891073969481612,45.9931740252688,67.5198820539259,84.6217827859484,9.32941080352054,3
201518,53,6,16.9191190895305,21.4870088185623,26.48923099559,0.799922717656312,3.39522876138036,1.83892607656672,0.888063320003541,0.889708962271363,0.891292417909354,44.1142422140156,64.8624924003952,82.8380973316067,9.3932182939836,3
201519,53,5,16.5998619242184,21.1804355891037,26.132117007695,0.461070451796838,2.91810642380199,0,0.888362124445734,0.889955889031953,0.891521381535861,43.0100613605648,62.6946436246866,81.5402952741187,9.34620875730414,0
201520,53,4,16.2856627902961,20.8498439848736,25.7293074210642,0.157316755237371,1.94047107956352,0,0.888661346536057,0.890208678989651,0.891759843738716,42.2153474379315,61.073266843593,80.7322105844898,9.30613375187905,6
