epiweek,cases,temp_min,temp_med,temp_max,precip_min,precip_med,precip_max,precip_tot
201001,461,22.5094404881335,26.1379058125391,30.7391007825202,0.0188727643273302,0.331996663576225,1.23340181903092,430.009447163568
201002,472,22.6731672839836,26.2820279148302,30.8980374594437,0.0195662788939212,0.324521247668542,1.22437010320402,438.486023513951
201003,502,22.8216430384984,26.3899163923319,30.9645013695652,0.0199501584445737,0.32240187411461,1.24239345454188,442.465801595586
201004,543,22.9526165898401,26.4656423337809,30.9580980418492,0.02006395597266,0.324467591645608,1.27935816236944,442.259772063048
201005,592,23.0638367761705,26.5132768279139,30.8984330052599,0.0199472244715527,0.329547448992721,1.32715051601165,438.178925570911
201006,644,23.1530524356517,26.5368909634677,30.8051117887617,0.0196395169346242,0.336470494887129,1.37765680479349,430.534252773749
201007,690,23.215702452025,26.5356651790968,30.6951662457511,0.0192209459787513,0.344577427313035,1.42168837558933,419.832988356728
201008,729,23.243433065806,26.5138682485318,30.5896172650455,0.0186671357121654,0.35243281451549,1.45135808374655,406.018354994744
201009,757,23.244859722246,26.4827185907343,30.5138443669847,0.0180441512523927,0.358262781646596,1.45884271844363,389.681372356559
201010,770,23.2281205528224,26.4594613355298,30.4995998245237,0.0173590809943857,0.359361435930903,1.4351414364005,370.944781843795
201011,769,23.2056456630258,26.4671471069029,30.5731299180058,0.0165445827697445,0.352529835310731,1.37282118561788,349.365205700103
201012,757,23.1849262127281,26.5184795822037,30.7465403615647,0.0155709662515396,0.336333474043364,1.27258964666931,325.097382376225
201013,739,23.1765065687702,26.626765914692,31.0240410267658,0.0144119898095524,0.310252547444139,1.13827829151707,298.22251581084
201014,719,23.1874109866735,26.7912061472495,31.3861425749661,0.0130954508095548,0.27539385513058,0.977639744723026,269.190244741432
201015,694,23.2218553967284,27.002179032917,31.8006277436925,0.0116399601729526,0.23403405835579,0.802290941392621,238.525080360543
201016,660,23.2766324923101,27.2421450850635,32.2293557744705,0.010091268539642,0.189184754514257,0.624684114006904,206.769189685734
201017,613,23.3421802689764,27.4862951352162,32.6303807812194,0.0084828739609313,0.144325726585851,0.457687061029483,174.62152659557
201018,553,23.4025398768142,27.7048998683942,32.9642346079066,0.00687211736625623,0.102803878190164,0.312219010308853,142.831356044923
201019,483,23.4390897147725,27.8724010431741,33.2055498839881,0.00530444182489035,0.0671325904404781,0.195902377788234,112.01449405978
201020,407,23.4303512041122,27.9687153560151,33.345130045641,0.00380302876404467,0.038608621017303,0.111680795696936,82.5397484254399
201021,333,23.358390789158,27.9824182027361,33.3878619246022,0.00238710319024395,0.0175842905780488,0.0586772675948407,54.7590811570891
201022,266,23.2110311111456,27.9115097480358,33.3525972582698,0.00106967431533887,0.00356380063437855,0.0328437996070522,28.9914021029176
201023,209,22.9833021818001,27.7625849680613,33.2669183497481,0,0,0.0280169505851235,5.62489133067217
201024,165,22.6817840823345,27.5529459155008,33.1642706483146,0,0,0.0366532750748692,0
201025,132,22.3250645226106,27.3100841090407,33.080545045792,0,0,0.0504794055767252,0
201026,110,21.9411175422028,27.0693309504037,33.0514597435193,0,0,0.0614186333566682,0
201027,96,21.5650143783475,26.867302825864,33.1023465159942,0,0,0.0635766444059482,0
201028,90,21.2377301501843,26.7409661332384,33.2486120825955,0,0,0.0531337000069205,0
201029,87,21.0014034120642,26.7231404840566,33.4946227183723,0,0,0.0289048800249735,0
201030,86,20.891671685479,26.8356182326955,33.8323902143509,0,0,0,0
201031,84,20.9343813615266,27.0849097956363,34.240045192944,0,0,0,0
201032,80,21.1377032347431,27.4577137686391,34.6844538174271,0,0,0,0
201033,73,21.4875345229556,27.9206071095689,35.125292085377,0,0,0,0
201034,64,21.9503977525564,28.4229241589213,35.5174008505287,0,0,0,0
201035,55,22.4758366052295,28.9019217854645,35.8147992754406,0,0,0,0.0778452000867098
201036,47,23.0046283172218,29.2950189155914,35.9790152566339,0,0,0,23.4264017809541
201037,40,23.47839312766,29.5475665305004,35.9802049204283,0.000765017315188724,0,0,49.5690576684224
201038,36,23.8504606712061,29.6235480952188,35.8020143237312,0.00206215399411814,0.0231291489819554,0.111331220838912,78.1649916858141
201039,37,24.0899331490226,29.510213171681,35.4435515261696,0.00346402905811584,0.0558978846732264,0.254772917990495,108.903833448819
201040,44,24.1863467781222,29.2222372107346,34.9231908012737,0.00494554108431493,0.0946969137973077,0.420724762944052,141.300643204259
201041,61,24.1492363798956,28.7959196612548,34.2730348032307,0.00648525891636207,0.137604746529168,0.59937922351301,174.903388355848
201042,91,24.0027547712748,28.281364882537,33.5351876627785,0.00806694397743296,0.182439103663739,0.780127349497578,209.310406758612
201043,132,23.7812276967865,27.7356917898737,32.7594721413894,0.00967188165695136,0.226764360512766,0.951781531046774,244.019535215666
201044,179,23.5233141624492,27.212795572053,31.9965299431481,0.0112799658024841,0.268237413174441,1.10431809069673,278.493174288479
201045,224,23.2645896028516,26.7543429778555,31.2910227865648,0.0128716991430874,0.304976704491211,1.23060308869327,312.260394416542
201046,260,23.0317873323061,26.3860821682972,30.6803940806997,0.0144239024721332,0.335498048611966,1.32597637725989,344.746468386588
201047,281,22.8409622799048,26.115312470584,30.1893733906609,0.0159060780855455,0.358967220834093,1.38943112799269,375.388769371834
201048,288,22.6964222668658,25.932828716022,29.828264574127,0.0172887888929485,0.375372359692084,1.42390029828134,403.679681405589
201049,289,22.5925937108822,25.8177692939705,29.5935328366682,0.018540904831242,0.385467819725002,1.43553956633485,429.21777657972
201050,293,22.5186023243226,25.7447392818925,29.4704416303869,0.0196348818892402,0.390522339345457,1.43208795141287,451.580429234616
201051,311,22.4597903748265,25.6874114016509,29.4336395306256,0.020547226004897,0.39235255645996,1.42277867614607,470.471116635823
201052,345,22.4022015599528,25.6236213436714,29.4502887885919,0.0212663077163433,0.393039710062829,1.41674448268388,485.684694168149
201101,391,22.3374572030313,25.5425593520312,29.4892110302213,0.0217884711014835,0.394461613118963,1.42106252930969,497.046472713557
201102,439,22.2643285866106,25.4436322748147,29.5223125591549,0.0221137713330737,0.398038729649172,1.44005785423164,504.450085531185
201103,477,22.1876228607907,25.3347564439811,29.5273994361842,0.0222524840957789,0.404510459400722,1.47465684488139,507.869297262783
201104,498,22.1160790256975,25.2310739682736,29.4945114290108,0.0222028357602885,0.413564110000833,1.5216213553242,507.199939199563
201105,503,22.0606081018176,25.1508272692442,29.4258764982069,0.0219634339055089,0.423978175509308,1.5743116717996,502.383434180933
201106,501,22.0316467653062,25.1107644980549,29.3350305695128,0.0215279052167161,0.433761008032722,1.62354688815974,493.374850402635
201107,504,22.0354520346311,25.1208065034936,29.2427846072233,0.0208923553548507,0.440523122847117,1.6592350579893,480.240951254783
201108,524,22.0724617053777,25.181862187063,29.173554501817,0.0200559539913744,0.441857238023504,1.67175173722331,463.10969270104
201109,561,22.1355825637096,25.2847900664275,29.1503029749684,0.0190190890553509,0.43571612410129,1.65315262635721,442.164239081129
201110,609,22.2123161047718,25.4130613402957,29.1902373049043,0.017800279261461,0.420891899290677,1.5988233649833,417.769058387329
201111,655,22.2880399941613,25.5492952585102,29.3049899420038,0.016428765987521,0.397072596016705,1.50771047852584,390.369443707505
201112,688,22.3501613160611,25.6780951761126,29.4956540841565,0.0149392597492141,0.364895127779342,1.38246302125633,360.467541059575
201113,701,22.3890892423803,25.7899174891471,29.7534307031542,0.01337184004483,0.3258424659695,1.22917127606683,328.596934223521
201114,697,22.4010438702153,25.8843173485613,30.062502001525,0.0117566833957257,0.282063438991738,1.05701467196762,295.321696895173
201115,687,22.3868526517138,25.9679414162077,30.4017743286132,0.0101257035758081,0.236057313179954,0.876558645357343,261.171939585581
201116,683,22.3519865568168,26.0513870457206,30.7471854094043,0.00850149152398981,0.190452436184889,0.69903035129112,226.682781974357
201117,690,22.3030033609856,26.1449754991821,31.0757054100338,0.00690678511521928,0.147675400370518,0.534711431162018,192.341286865991
201118,709,22.2465073093465,26.2546953820392,31.3686230685197,0.0053579779830602,0.109767627878561,0.392189965337613,158.627084887666
201119,730,22.1859390329952,26.3779582276296,31.6125863249197,0.00387651902606817,0.07826224172287,0.277466534852208,126.074764249136
201120,740,22.120936314445,26.5039496645705,31.8025084668014,0.00248539080696136,0.0539838086868021,0.193284485611469,95.228166373632
201121,728,22.0467340529674,26.6160916416579,31.9437223407943,0.00120637423692706,0.036897966369965,0.138640144984963,66.5551014074545
201122,687,21.9554205103474,26.6958635336414,32.0497322110998,6.1348456501793e-05,0.0262520049740491,0.109490811617411,40.5206063142693
201123,623,21.8384817471308,26.7291810719699,32.1412925202111,0,0.0206286562729441,0.0992612924614961,17.5233738119807
201124,544,21.6926701975732,26.712535904642,32.2432422249256,0,0.0182000638164571,0.0999157585629796,0
201125,463,21.520432641968,26.6560429679661,32.3816080535547,0,0.0170236649102572,0.103206256883715,0
201126,390,21.3341035712,26.5834613156554,32.5775313807062,0,0.0154117406169776,0.102163057599734,0
201127,331,21.1558668063496,26.5319890371445,32.8473356278776,0,0.0120786250780749,0.0916497224451964,0
201128,286,21.0124149994216,26.5410960328494,33.1953327217152,0,0.00647028553013528,0.0695805881485288,0
201129,254,20.9313762321457,26.6442721597022,33.6122070483128,0,0,0.0372593819900515,0
201130,231,20.9384085659147,26.8611538680788,34.0742472023913,0,0,0,0
201131,213,21.0473825157306,27.1898789855238,34.5465146500919,0,0,0,0
201132,199,21.2571963984084,27.6048927762049,34.9859296503715,0,0,0,0
201133,190,21.5532829580434,28.0595858153125,35.3455210991915,0,0,0,0
201134,185,21.9086979703005,28.4939987425595,35.5821219708837,0.000142142646903188,0,0,15.2001676289414
201135,182,22.288075005456,28.8452427287345,35.6620768452847,0.00122937753646036,0,0,36.766348861843
201136,182,22.6512898238818,29.0552030714231,35.5626969124406,0.00242243152704875,0.0144888281227364,0.0566512413739418,60.9447042172488
201137,182,22.9602127594319,29.0851872122531,35.2803014622918,0.00370007822309143,0.0433294355305086,0.165544574403951,87.3454096844727
201138,183,23.1812537864316,28.919551484367,34.8279032021484,0.00504123589253891,0.079059813886019,0.301917656852362,115.506833641615
201139,185,23.2956987838284,28.5727195376632,34.2354940183748,0.00641927666518891,0.119717691650796,0.457700724888187,144.814541484081
201140,190,23.3016344686808,28.0838943777248,33.5425803470049,0.00781516111048028,0.163005577199227,0.623669058023484,174.792507702547
201141,202,23.211731627665,27.5122742801137,32.7977752387056,0.00920015396994236,0.206201265885,0.789177392072483,204.859550950293
201142,222,23.052865999785,26.9279591965804,32.053398686704,0.0105394385434911,0.246571771405984,0.943912009355078,234.39801985018
201143,249,22.8611195678135,26.3976564430914,31.3560153640998,0.0118052248012689,0.281910323582716,1.0797453317369,262.918912018233
201144,282,22.6734363578607,25.974377385221,30.7441470949527,0.0129705329012283,0.310662999709678,1.19105918348087,289.97758656407
201145,316,22.5214183253622,25.6895276492683,30.2451822089753,0.014012054292251,0.332041935672822,1.2750154531485,315.134603263228
201146,345,22.4235854546238,25.5448458486542,29.8689323502715,0.0149202478445762,0.34638968997879,1.33296218105768,338.185162710759
201147,367,22.3836557467249,25.5190672217955,29.6132560735475,0.0156902289939634,0.354786763193105,1.36882641774073,358.956464054174
201148,384,22.3911231305911,25.5735370655127,29.4659692637279,0.0163120035074388,0.358659602168936,1.38761584841174,377.122811707058
201149,403,22.4259718436029,25.6598259468526,29.4038022940959,0.0167949135674504,0.359757248271621,1.39541221468364,392.559466827814
201150,435,22.4619884716459,25.7300743167681,29.3988686838939,0.0171363466795406,0.359764952267958,1.3984661477835,405.184248459072
201151,490,22.4746352111706,25.7490421184963,29.4247242498102,0.0173417843714654,0.359967189342756,1.40161649935974,414.854674172219
201152,571,22.4470763404007,25.6996125496478,29.4590095007798,0.0174038727759778,0.361167569472572,1.40830226432877,421.409437466512
201201,677,22.3731656886008,25.5824374294652,29.4820552894139,0.0173240012112604,0.363766539007688,1.42041096934039,424.796831180781
201202,797,22.258430825466,25.4168508001359,29.4834938074794,0.017103518540204,0.367544220263761,1.43731585442823,424.923308176541
201203,917,22.1183408881431,25.2339663439464,29.461476367863,0.0167419419012234,0.371873666606247,1.4568125478264,421.769669832952
201204,1017,21.9760082252185,25.0696549981323,29.4208775430143,0.0162477579263979,0.375842622311649,1.4755461446018,415.403134904301
201205,1084,21.8559625046486,24.9589468480704,29.3752531442181,0.0156253203944483,0.378170566852847,1.48868889406583,405.832401460296
201206,1114,21.779757824406,24.927523176667,29.3424921185404,0.0148791079934132,0.377502326471645,1.49106714020193,393.100663121767
201207,1109,21.7614824784914,24.9868304171741,29.3410747248152,0.0140292115191343,0.372637217593921,1.47780787577842,377.486498822544
201208,1082,21.804229829729,25.1341671104055,29.3906962191864,0.0130769668392624,0.362459732095539,1.44456559866317,359.164827269815
201209,1044,21.9005921746314,25.3534426287189,29.5065849157043,0.0120476871954745,0.346410306382066,1.38884512052109,338.42604008823
201210,1006,22.035679722189,25.6185956583511,29.6956677018511,0.0109598445700364,0.324515843084382,1.3102623691819,315.614821129858
201211,977,22.1888685699848,25.8975984375694,29.9539918964307,0.00983854142517547,0.297462745832863,1.21072782818225,291.173691020621
201212,957,22.3381465214075,26.1599742370811,30.2698778652919,0.00870590999627075,0.266403272191788,1.09385750934578,265.536805536075
201213,945,22.465016095367,26.3814878944644,30.6234979523506,0.00757748977702048,0.232893332787167,0.965033082123917,239.186748729043
201214,933,22.5578078682394,26.5500142453363,30.9917111343022,0.00646827206237331,0.198434070215989,0.829626696333088,212.464268397086
201215,917,22.612361865473,26.6650046903865,31.3497334234532,0.00538714691304509,0.164439746439584,0.693206950653689,185.696709844
201216,891,22.6317019085859,26.7338833284719,31.6720415202555,0.00434574869702182,0.13221713091834,0.561572816722223,159.272501643056
201217,854,22.6228161484673,26.7715937428959,31.940401591375,0.00335049441409808,0.102653479105738,0.439216942026297,133.467356441727
201218,807,22.593054479459,26.7945402194855,32.1446256546069,0.00240516612199395,0.0763141376564976,0.329562059730914,108.533094200839
201219,750,22.5479014454241,26.8159286229504,32.2831926902778,0.00151587109207346,0.0534673529765206,0.234720792882305,84.6781608144966
201220,687,22.4882196824701,26.840365496302,32.3606407372872,0.000694807587348499,0.0343184143496069,0.156087332225764,62.1877372943866
201221,621,22.4090147106399,26.8640180106979,32.3886799802399,0,0.0189226719411752,0.0940797925921578,41.3341108057921
201222,555,22.3018213852255,26.877326250347,32.3858870245038,0,0.00715345133282859,0.0479518263056841,22.3439000331553
201223,490,22.1582072860156,26.8695145719327,32.3750068088119,0,0,0.0161390071668649,5.44014306846912
201224,427,21.9734188117284,26.8335827784008,32.3807477135401,0,0,0,0
201225,368,21.749963043427,26.7691556051622,32.4247335526457,0,0,0,0
201226,314,21.4984825033953,26.6849384313045,32.523592863736,0,0,0,0
201227,266,21.2391067565949,26.6001224479787,32.6877744423333,0,0,0,0
201228,226,21.0021292926042,26.5433229781425,32.9213212940923,0,0,0,0
201229,194,20.8230892842917,26.5450985076764,33.2187287679159,0,0,0,0
201230,169,20.7345853100737,26.6313686134828,33.5664874617796,0,0,0,0
201231,151,20.762930929106,26.8189100713304,33.9446502611871,0,0,0,0
201232,138,20.9209708805203,27.1085451303632,34.3281508802052,0,0,0,0
201233,126,21.2067516676701,27.4845784096582,34.6892527899749,0,0,0,0
201234,115,21.6017018298107,27.9140424084703,34.9979095543167,0,0,0,0
201235,104,22.0716899615782,28.3505704061819,35.2254494906601,0,0,0.0126990256462796,7.93650523748872
201236,94,22.5715231182799,28.7430265965747,35.3492755287402,0.000537834038242739,0.00593976436346757,0.0413906695009603,25.0578202713243
201237,86,23.053551700604,29.0416888451464,35.3513107537203,0.00136264390770896,0.0166514059776212,0.0842416050043982,44.1286602771603
201238,82,23.4745211272612,29.207651435349,35.2221267474788,0.00225911715240352,0.030935254581606,0.14374872082315,64.9253185316865
201239,84,23.8011386942321,29.2199119809637,34.9626067556221,0.00322013470654029,0.0492804641557521,0.221533784045935,87.2427364836777
201240,91,24.0121800592989,29.0764169303067,34.5838992402867,0.00423499660149569,0.0719341111616586,0.317674918306303,110.818835880518
201241,103,24.1024462865295,28.793497750833,34.1039535424094,0.00529924073885973,0.0989593590472523,0.431264253098071,135.471223513567
201242,118,24.0803694699665,28.4033448622783,33.5479133604385,0.00640608153134054,0.129897188884612,0.559203430396606,160.946879791624
201243,136,23.9676285671635,27.9506640685433,32.9473069907996,0.00754174011952587,0.163741648913552,0.696681508661828,186.940948792984
201244,156,23.7922413786148,27.4829368931576,32.3357379870268,0.00869270739698565,0.199039834019905,0.837506934902107,213.122612622877
201245,178,23.5838976998194,27.0443270586788,31.7479542717915,0.00984632002560751,0.233988622805296,0.974429646001012,239.109838681893
201246,201,23.3704924684072,26.6716198004359,31.2187090333311,0.0109792279545976,0.266572542669826,1.09976808440931,264.403986331088
201247,224,23.1742827270732,26.3865357858413,30.7753118697409,0.0120653212760367,0.294912273851764,1.20631501735436,288.456270986828
201248,249,23.009021970781,26.1927248884988,30.4331347143338,0.0130979858437201,0.317834075135088,1.28975176466751,310.933846588154
201249,278,22.8809210376341,26.0818020180943,30.1993748984949,0.0140804066993482,0.334826424109388,1.34814668202353,331.621479184623
201250,312,22.7891855340028,26.0330431261692,30.0681480068362,0.0150332097674922,0.346102094032989,1.38228835564512,350.384214217578
201251,356,22.7282938718109,26.0210457454107,30.0238927165123,0.0159487637376641,0.352267417300309,1.39514039626553,367.051430312038
201252,413,22.6918276368195,26.0248355074373,30.0471927426297,0.0168149870641434,0.354122273375129,1.39077460230784,381.367115102379
201301,485,22.6747813952862,26.0321970745843,30.1175365011278,0.0176050094969256,0.352649618461683,1.37460982432876,393.087801919531
201302,571,22.6734172787599,26.0385936743077,30.2135177344499,0.0182891370942817,0.348865765819538,1.35226322819659,401.959906826719
201303,667,22.6867774790067,26.0481831944171,30.3171621926181,0.0188357331964757,0.343697322132446,1.32856206605552,407.671801397808
201304,765,22.7162050043774,26.0701316060162,30.4151332951434,0.0192073921754756,0.33810475776821,1.30776167216162,409.981891222151
201305,854,22.7630252524294,26.1111215175239,30.495350148725,0.0193907471194161,0.333146019925621,1.29315295194912,408.851739281852
201306,921,22.8255824697455,26.1726113559524,30.5494759526509,0.0193962894720013,0.329813049903673,1.28677172242046,404.438008056253
201307,957,22.8979017475346,26.2492263930052,30.5741694128425,0.0192528390666823,0.328884601539203,1.2889933823489,397.094643935087
201308,962,22.9691104691963,26.3278566499613,30.5694923823832,0.0190079680641684,0.330653673953558,1.29798445329318,387.24275029118
201309,940,23.0260538022472,26.3941740515142,30.5429361483376,0.0186574229535516,0.334258347675659,1.30861394860417,375.058699885249
201310,904,23.0564221376389,26.4371506791832,30.5085207656925,0.0181913104241984,0.33792389896501,1.31353016601161,360.589319693164
201311,870,23.0511904075448,26.4504761495505,30.4825757847366,0.0175910148938375,0.339363220381677,1.304849685856,343.87401136374
201312,847,23.0063673792253,26.4337942651041,30.4798285226589,0.0168429455630957,0.336185824831643,1.27537656689482,324.987895338364
201313,841,22.9255352377691,26.3955836068594,30.5135778687407,0.0159361228918118,0.326193256221216,1.21910030144677,303.942271865271
201314,846,22.8192741353083,26.3501493700752,30.5911785966435,0.0148675761833049,0.308105169093897,1.13366913451941,280.917060655688
201315,849,22.7036273818979,26.3140558801414,30.7125358375198,0.0136587312028553,0.281823064641899,1.02065336265709,256.275288729193
201316,835,22.5954731743983,26.3049423022585,30.8749673457049,0.0123266778709427,0.248116415038084,0.884070677446746,230.277726867049
201317,794,22.5084433526465,26.3326367958083,31.0672327941932,0.010908482341885,0.2090108634365,0.732018517540046,203.442824673359
201318,724,22.4496823695954,26.3984946002935,31.2743138743573,0.00944700241606762,0.167219055883023,0.574570456384821,176.310357466531
201319,632,22.4191312166015,26.496885358232,31.48181783176,0.00796513566860818,0.12558239121086,0.422269608120014,149.32848330555
201320,533,22.4080981509519,26.6168210452125,31.680652688598,0.00647977414984693,0.0867024390890632,0.284583571896773,122.854389788695
201321,440,22.4010275112881,26.7411961719251,31.8649683761061,0.00501636848316307,0.0529048659708799,0.169696876421266,97.3277597140095
201322,363,22.3787821062268,26.8513986034763,32.0334591673841,0.00360269595337038,0.0259236832339389,0.0833120087529556,73.2095188621976
201323,303,22.3243287064419,26.9323399139487,32.1903783858785,0.00226205596532368,0.00659294529250676,0.0273104539548202,50.8450138917752
201324,257,22.2267987270858,26.9758120242436,32.3441244458293,0.00101827546225571,0,0.000511970289989923,30.5916841997347
201325,219,22.0874059503005,26.983993149522,32.5063131735856,0,0,0,12.8085340087358
201326,184,21.9195509333375,26.9704165694436,32.690510337894,0,0,0.0152225428507823,0
201327,152,21.7481369157241,26.9558590623004,32.9061328094291,0,0,0.0417104244052346,0
201328,124,21.6055897759109,26.9658384430213,33.1577410595389,0,0.00488859042620907,0.070208761472337,0
201329,102,21.5275986096052,27.0275752244979,33.4453561862517,0,0.0122219829168099,0.0936280850695423,0
201330,90,21.5447346474893,27.1633950953901,33.7631808809048,0,0.0176797959430299,0.106627145905286,0
201331,85,21.6747823231414,27.3830163010458,34.0976974212365,0,0.0200628589557925,0.106731041337496,0
201332,84,21.9200057154173,27.6809345174589,34.4284366136022,0,0.0190085427683123,0.0947632645270378,0
201333,84,22.2640331419965,28.0353185513555,34.7303239711156,0,0.0150879533541111,0.0747168541686141,0
201334,84,22.6738721863168,28.4110187846214,34.9776981635189,0,0.0097146093768338,0.0530801043073537,0
201335,82,23.1048201055927,28.7636965190484,35.1457083073204,0,0.00495929621229774,0.0381191764309618,6.90259849702397
201336,80,23.5075958257576,29.0459816473171,35.2121482527893,0,0.00317168685244485,0.0384976357366226,23.9416682309524
201337,79,23.8355502620848,29.214298884199,35.1597446540869,0.000172406132729166,0.00664020739175184,0.0622408232831207,43.660945434472
201338,80,24.0543334077879,29.2399147433835,34.9807821994004,0.00138521382116042,0.0170826123999561,0.114809872139897,65.7654352533366
201339,83,24.1457947317904,29.1118457839549,34.6776738441435,0.00273536367939588,0.0354560072008333,0.198638257841421,89.9254732132483
201340,87,24.1113086296124,28.8390822724482,34.2619349331043,0.00420287266241754,0.0618453635847988,0.312861688344888,115.788427424236
