epiweek,cases,temp_min,temp_med,temp_max,precip_min,precip_med,precip_max,precip_tot
201001,3101,20.6912779090212,24.4139580087377,29.1500434628497,0.0213991627524116,0.260771978171485,0.888467244567195,1941.87710774274
201002,3775,20.7168700108334,24.5384850300817,29.2898222506871,0.0249073042638131,0.263897776189075,0.871523204135807,1958.6510666274
201003,4627,20.6786960332363,24.6351054003769,29.4162495813543,0.0270219056205281,0.26076236292003,0.852915600515343,1917.21005411034
201004,5645,20.5892332376032,24.6983552513672,29.519178375194,0.0279046239659386,0.252547445473045,0.832882632835472,1829.38279167062
201005,6815,20.4609588853069,24.7227707147963,29.5884615525491,0.0277171164434263,0.240434730956818,0.811662500225861,1706.99800078726
201006,8125,20.3063502377207,24.7028879224081,29.6139520337624,0.0266210401963733,0.225605926480047,0.78949340181618,1561.88440293931
201007,9621,20.147604595546,24.6292532984487,29.5792007344367,0.0246990644045585,0.209513098374691,0.767709069242773,1409.203134019
201008,11272,19.9970068845539,24.4983826095442,29.4749580495865,0.0221827606713048,0.193043623785846,0.744725033299089,1258.75467418447
201009,12977,19.8563583524669,24.3064017784083,29.2938604315588,0.0193790059908047,0.1780286312286,0.72204249676106,1124.34241597995
201010,14611,19.7164702879017,24.0575486836719,29.0436105802607,0.016541965351259,0.164915250129496,0.697873474094704,1010.04633496648
201011,15979,19.5591838756592,23.7605196942355,28.7403672368627,0.0138827764426683,0.153540592879748,0.669585243946976,914.144332344898
201012,16951,19.3608981789489,23.4219403464893,28.3991317054434,0.0115558193541379,0.14378698621571,0.63604878314597,834.812814435319
201013,17531,19.0983448896115,23.0477385065376,28.0340980950242,0.0096399830646613,0.135207965339416,0.596240284345419,768.47856616087
201014,17741,18.7473024271181,22.6371527527424,27.6506057345948,0.00811519626428596,0.127363025575485,0.550614706743827,712.499269682107
201015,17529,18.2962298428108,22.1908114644089,27.2532849816846,0.00688093230601317,0.119858698589168,0.500637512837037,664.587034278273
201016,16811,17.749922098858,21.7166830753739,26.8524885724936,0.0057787518501545,0.111802761395523,0.446505906357249,618.873732889458
201017,15545,17.1295725264131,21.2215926025849,26.4484861615335,0.00477954521294748,0.103110533439944,0.389621097052939,574.657709830484
